0
--------------------------------------------------------
The world settings      : 
Torus world             : No
Num Agents              : 100
Num Obstacles           : 20
Percent of free space   : 0
--------------------------------------------------------
The adaptive & perceptive settings: 
agent-coop     : yes
Adapt to obstacle       : yes
Attention distance      : 9
Attention angle         : 120
Attention resolution    : 9
Head tolerance          : 45
--------------------------------------------------------
The energy settings     : 
Energy maximum of agent : 200
Number of initial fruits: 3
Fruit sharing           : 17
Fruit's generating speed: 5
--------------------------------------------------------
Agents Behaviour Settings : 
Agents Initial behavior :selfish
Memory       : yes
--------------------------------------------------------
sim_num 	 time 	 rs 	 no 	 n_alive 	 n_kind 	 n_realist 	 n_selfish 	 vital-space 	 nf 	 Rep
S1	0	5	20	100	0	0	100	0.8604382929642446	17	100
S1	500	5	20	86	0	0	86	0.8604382929642446	17	100
S1	1000	5	20	79	0	0	79	0.8604382929642446	17	100
S1	1500	5	20	75	0	0	75	0.8604382929642446	17	100
S1	2000	5	20	71	0	0	71	0.8604382929642446	17	100
S1	2500	5	20	69	0	0	69	0.8604382929642446	17	100
S1	3000	5	20	67	0	0	67	0.8604382929642446	17	100
S2	0	5	20	100	0	0	100	0.8577470203767782	17	100
S2	500	5	20	79	0	0	79	0.8577470203767782	17	100
S2	1000	5	20	77	0	0	77	0.8577470203767782	17	100
S2	1500	5	20	72	0	0	72	0.8577470203767782	17	100
S2	2000	5	20	67	0	0	67	0.8577470203767782	17	100
S2	2500	5	20	67	0	0	67	0.8577470203767782	17	100
S2	3000	5	20	63	0	0	63	0.8577470203767782	17	100
S3	0	5	20	100	0	0	100	0.8742791234140715	17	100
S3	500	5	20	80	0	0	80	0.8742791234140715	17	100
S3	1000	5	20	77	0	0	77	0.8742791234140715	17	100
S3	1500	5	20	74	0	0	74	0.8742791234140715	17	100
S3	2000	5	20	74	0	0	74	0.8742791234140715	17	100
S3	2500	5	20	66	0	0	66	0.8742791234140715	17	100
S3	3000	5	20	63	0	0	63	0.8742791234140715	17	100
S4	0	5	20	100	0	0	100	0.8681276432141484	17	100
S4	500	5	20	83	0	0	83	0.8681276432141484	17	100
S4	1000	5	20	75	0	0	75	0.8681276432141484	17	100
S4	1500	5	20	68	0	0	68	0.8681276432141484	17	100
S4	2000	5	20	67	0	0	67	0.8681276432141484	17	100
S4	2500	5	20	65	0	0	65	0.8681276432141484	17	100
S4	3000	5	20	65	0	0	65	0.8681276432141484	17	100
S5	0	5	20	100	0	0	100	0.8631295655517108	17	100
S5	500	5	20	77	0	0	77	0.8631295655517108	17	100
S5	1000	5	20	75	0	0	75	0.8631295655517108	17	100
S5	1500	5	20	70	0	0	70	0.8631295655517108	17	100
S5	2000	5	20	68	0	0	68	0.8631295655517108	17	100
S5	2500	5	20	66	0	0	66	0.8631295655517108	17	100
S5	3000	5	20	61	0	0	61	0.8631295655517108	17	100
S6	0	5	20	100	0	0	100	0.8677431757016532	17	100
S6	500	5	20	85	0	0	85	0.8677431757016532	17	100
S6	1000	5	20	78	0	0	78	0.8677431757016532	17	100
S6	1500	5	20	70	0	0	70	0.8677431757016532	17	100
S6	2000	5	20	67	0	0	67	0.8677431757016532	17	100
S6	2500	5	20	66	0	0	66	0.8677431757016532	17	100
S6	3000	5	20	65	0	0	65	0.8677431757016532	17	100
S7	0	5	20	100	0	0	100	0.8769703960015379	17	100
S7	500	5	20	82	0	0	82	0.8769703960015379	17	100
S7	1000	5	20	79	0	0	79	0.8769703960015379	17	100
S7	1500	5	20	74	0	0	74	0.8769703960015379	17	100
S7	2000	5	20	72	0	0	72	0.8769703960015379	17	100
S7	2500	5	20	68	0	0	68	0.8769703960015379	17	100
