"","sim_num","time","rs","no","n_alive","n_kind","n_realist","n_selfish","vital.space","nf","Rep","fbs","fbsChar","init"
"4041","S1347",2000,4,200,6,6,0,0,0.508650519031142,5,0,0.625,"(5,4)","kind"
"4044","S1348",2000,4,200,2,2,0,0,0.481737793156478,5,0,0.625,"(5,4)","kind"
"4047","S1349",2000,4,200,5,5,0,0,0.470972702806613,5,0,0.625,"(5,4)","kind"
"4050","S1350",2000,4,200,4,4,0,0,0.511341791618608,5,0,0.625,"(5,4)","kind"
"4053","S1351",2000,4,200,2,2,0,0,0.506343713956171,5,0,0.625,"(5,4)","kind"
"4056","S1352",2000,4,200,2,2,0,0,0.476355247981546,5,0,0.625,"(5,4)","kind"
"4059","S1353",2000,4,200,6,6,0,0,0.489427143406382,5,0,0.625,"(5,4)","kind"
"4062","S1354",2000,4,200,4,4,0,0,0.516339869281046,5,0,0.625,"(5,4)","kind"
"4065","S1355",2000,4,200,7,7,0,0,0.485966935793925,5,0,0.625,"(5,4)","kind"
"4068","S1356",2000,4,200,4,4,0,0,0.462898885044214,5,0,0.625,"(5,4)","kind"
"4071","S1357",2000,4,200,5,5,0,0,0.509419454056132,5,0,0.625,"(5,4)","kind"
"4074","S1358",2000,4,200,3,3,0,0,0.480584390618993,5,0,0.625,"(5,4)","kind"
"4077","S1359",2000,4,200,2,2,0,0,0.505959246443676,5,0,0.625,"(5,4)","kind"
"4080","S1360",2000,4,200,1,1,0,0,0.490965013456363,5,0,0.625,"(5,4)","kind"
"4083","S1361",2000,4,200,3,3,0,0,0.450980392156863,5,0,0.625,"(5,4)","kind"
"4086","S1362",2000,4,200,2,2,0,0,0.494809688581315,5,0,0.625,"(5,4)","kind"
"4089","S1363",2000,4,200,5,5,0,0,0.499807766243752,5,0,0.625,"(5,4)","kind"
"4092","S1364",2000,4,200,5,5,0,0,0.489811610918877,5,0,0.625,"(5,4)","kind"
"4095","S1365",2000,4,200,5,5,0,0,0.490965013456363,5,0,0.625,"(5,4)","kind"
"4098","S1366",2000,4,200,3,3,0,0,0.461745482506728,5,0,0.625,"(5,4)","kind"
"4101","S1367",2000,4,200,4,4,0,0,0.487120338331411,5,0,0.625,"(5,4)","kind"
"4104","S1368",2000,4,200,2,2,0,0,0.475586312956555,5,0,0.625,"(5,4)","kind"
"4107","S1369",2000,4,200,3,3,0,0,0.499038831218762,5,0,0.625,"(5,4)","kind"
"4110","S1370",2000,4,200,5,5,0,0,0.48481353325644,5,0,0.625,"(5,4)","kind"
"4113","S1371",2000,4,200,3,3,0,0,0.530949634755863,5,0,0.625,"(5,4)","kind"
"4116","S1372",2000,4,200,4,4,0,0,0.501345636293733,5,0,0.625,"(5,4)","kind"
"4119","S1373",2000,4,200,3,3,0,0,0.493271818531334,5,0,0.625,"(5,4)","kind"
"4122","S1374",2000,4,200,3,3,0,0,0.46559015763168,5,0,0.625,"(5,4)","kind"
"4125","S1375",2000,4,200,7,7,0,0,0.484429065743945,5,0,0.625,"(5,4)","kind"
"4128","S1376",2000,4,200,2,2,0,0,0.481353325643983,5,0,0.625,"(5,4)","kind"
"4131","S1377",2000,4,200,3,3,0,0,0.487889273356401,5,0,0.625,"(5,4)","kind"
"4134","S1378",2000,4,200,5,5,0,0,0.472126105344098,5,0,0.625,"(5,4)","kind"
"4137","S1379",2000,4,200,2,2,0,0,0.479815455594002,5,0,0.625,"(5,4)","kind"
"4140","S1380",2000,4,200,8,8,0,0,0.452133794694348,5,0,0.625,"(5,4)","kind"
"4143","S1381",2000,4,200,5,5,0,0,0.502883506343714,5,0,0.625,"(5,4)","kind"
"4146","S1382",2000,4,200,7,7,0,0,0.482122260668973,5,0,0.625,"(5,4)","kind"
"4149","S1383",2000,4,200,6,6,0,0,0.47597078046905,5,0,0.625,"(5,4)","kind"
"4152","S1384",2000,4,200,4,4,0,0,0.469050365244137,5,0,0.625,"(5,4)","kind"
"4155","S1385",2000,4,200,4,4,0,0,0.496347558631296,5,0,0.625,"(5,4)","kind"
"4158","S1386",2000,4,200,2,2,0,0,0.477124183006536,5,0,0.625,"(5,4)","kind"
"4161","S1387",2000,4,200,4,4,0,0,0.49519415609381,5,0,0.625,"(5,4)","kind"
"4164","S1388",2000,4,200,2,2,0,0,0.509419454056132,5,0,0.625,"(5,4)","kind"
"4167","S1389",2000,4,200,1,1,0,0,0.515955401768551,5,0,0.625,"(5,4)","kind"
"4170","S1390",2000,4,200,4,4,0,0,0.464052287581699,5,0,0.625,"(5,4)","kind"
"4173","S1391",2000,4,200,3,3,0,0,0.455594002306805,5,0,0.625,"(5,4)","kind"
"4176","S1392",2000,4,200,4,4,0,0,0.500576701268743,5,0,0.625,"(5,4)","kind"
"4179","S1393",2000,4,200,7,7,0,0,0.523644752018454,5,0,0.625,"(5,4)","kind"
"4182","S1394",2000,4,200,4,4,0,0,0.520569011918493,5,0,0.625,"(5,4)","kind"
"4185","S1395",2000,4,200,5,5,0,0,0.475586312956555,5,0,0.625,"(5,4)","kind"
"4188","S1396",2000,4,200,6,6,0,0,0.492118415993849,5,0,0.625,"(5,4)","kind"
"4191","S1397",2000,4,200,2,2,0,0,0.496347558631296,5,0,0.625,"(5,4)","kind"
"4194","S1398",2000,4,200,5,5,0,0,0.481353325643983,5,0,0.625,"(5,4)","kind"
"4197","S1399",2000,4,200,3,3,0,0,0.48481353325644,5,0,0.625,"(5,4)","kind"
"4200","S1400",2000,4,200,1,1,0,0,0.503652441368704,5,0,0.625,"(5,4)","kind"
"4203","S1401",2000,5,200,16,16,0,0,0.496732026143791,5,0,1.25,"(5,5)","kind"
"4206","S1402",2000,5,200,15,15,0,0,0.49442522106882,5,0,1.25,"(5,5)","kind"
"4209","S1403",2000,5,200,22,22,0,0,0.488658208381392,5,0,1.25,"(5,5)","kind"
"4212","S1404",2000,5,200,8,8,0,0,0.486351403306421,5,0,1.25,"(5,5)","kind"
"4215","S1405",2000,5,200,13,13,0,0,0.472126105344098,5,0,1.25,"(5,5)","kind"
"4218","S1406",2000,5,200,21,21,0,0,0.503267973856209,5,0,1.25,"(5,5)","kind"
"4221","S1407",2000,5,200,17,17,0,0,0.498269896193772,5,0,1.25,"(5,5)","kind"
"4224","S1408",2000,5,200,15,15,0,0,0.485198000768935,5,0,1.25,"(5,5)","kind"
"4227","S1409",2000,5,200,11,11,0,0,0.487120338331411,5,0,1.25,"(5,5)","kind"
"4230","S1410",2000,5,200,13,13,0,0,0.459054209919262,5,0,1.25,"(5,5)","kind"
"4233","S1411",2000,5,200,16,16,0,0,0.500192233756248,5,0,1.25,"(5,5)","kind"
"4236","S1412",2000,5,200,18,18,0,0,0.510572856593618,5,0,1.25,"(5,5)","kind"
"4239","S1413",2000,5,200,22,22,0,0,0.487120338331411,5,0,1.25,"(5,5)","kind"
"4242","S1414",2000,5,200,17,17,0,0,0.501345636293733,5,0,1.25,"(5,5)","kind"
"4245","S1415",2000,5,200,16,16,0,0,0.495578623606305,5,0,1.25,"(5,5)","kind"
"4248","S1416",2000,5,200,13,13,0,0,0.4959630911188,5,0,1.25,"(5,5)","kind"
"4251","S1417",2000,5,200,14,14,0,0,0.476739715494041,5,0,1.25,"(5,5)","kind"
"4254","S1418",2000,5,200,14,14,0,0,0.4959630911188,5,0,1.25,"(5,5)","kind"
"4257","S1419",2000,5,200,21,21,0,0,0.473279507881584,5,0,1.25,"(5,5)","kind"
"4260","S1420",2000,5,200,18,18,0,0,0.509419454056132,5,0,1.25,"(5,5)","kind"
"4263","S1421",2000,5,200,20,20,0,0,0.455594002306805,5,0,1.25,"(5,5)","kind"
"4266","S1422",2000,5,200,18,18,0,0,0.473663975394079,5,0,1.25,"(5,5)","kind"
"4269","S1423",2000,5,200,15,15,0,0,0.512110726643599,5,0,1.25,"(5,5)","kind"
"4272","S1424",2000,5,200,17,17,0,0,0.472126105344098,5,0,1.25,"(5,5)","kind"
"4275","S1425",2000,5,200,15,15,0,0,0.510188389081123,5,0,1.25,"(5,5)","kind"
"4278","S1426",2000,5,200,13,13,0,0,0.498654363706267,5,0,1.25,"(5,5)","kind"
"4281","S1427",2000,5,200,7,7,0,0,0.482891195693964,5,0,1.25,"(5,5)","kind"
"4284","S1428",2000,5,200,11,11,0,0,0.474048442906574,5,0,1.25,"(5,5)","kind"
"4287","S1429",2000,5,200,18,18,0,0,0.467896962706651,5,0,1.25,"(5,5)","kind"
"4290","S1430",2000,5,200,12,12,0,0,0.509419454056132,5,0,1.25,"(5,5)","kind"
"4293","S1431",2000,5,200,20,20,0,0,0.445982314494425,5,0,1.25,"(5,5)","kind"
"4296","S1432",2000,5,200,16,16,0,0,0.504421376393695,5,0,1.25,"(5,5)","kind"
"4299","S1433",2000,5,200,12,12,0,0,0.47597078046905,5,0,1.25,"(5,5)","kind"
"4302","S1434",2000,5,200,18,18,0,0,0.492118415993849,5,0,1.25,"(5,5)","kind"
"4305","S1435",2000,5,200,16,16,0,0,0.513648596693579,5,0,1.25,"(5,5)","kind"
"4308","S1436",2000,5,200,11,11,0,0,0.470203767781622,5,0,1.25,"(5,5)","kind"
"4311","S1437",2000,5,200,14,14,0,0,0.512495194156094,5,0,1.25,"(5,5)","kind"
"4314","S1438",2000,5,200,13,13,0,0,0.485198000768935,5,0,1.25,"(5,5)","kind"
"4317","S1439",2000,5,200,19,19,0,0,0.484044598231449,5,0,1.25,"(5,5)","kind"
"4320","S1440",2000,5,200,14,14,0,0,0.508650519031142,5,0,1.25,"(5,5)","kind"
"4323","S1441",2000,5,200,19,19,0,0,0.519031141868512,5,0,1.25,"(5,5)","kind"
"4326","S1442",2000,5,200,14,14,0,0,0.497116493656286,5,0,1.25,"(5,5)","kind"
"4329","S1443",2000,5,200,14,14,0,0,0.4959630911188,5,0,1.25,"(5,5)","kind"
"4332","S1444",2000,5,200,13,13,0,0,0.486735870818916,5,0,1.25,"(5,5)","kind"
"4335","S1445",2000,5,200,14,14,0,0,0.491733948481353,5,0,1.25,"(5,5)","kind"
"4338","S1446",2000,5,200,18,18,0,0,0.497500961168781,5,0,1.25,"(5,5)","kind"
"4341","S1447",2000,5,200,13,13,0,0,0.492118415993849,5,0,1.25,"(5,5)","kind"
"4344","S1448",2000,5,200,19,19,0,0,0.487889273356401,5,0,1.25,"(5,5)","kind"
"4347","S1449",2000,5,200,16,16,0,0,0.515570934256055,5,0,1.25,"(5,5)","kind"
"4350","S1450",2000,5,200,12,12,0,0,0.487504805843906,5,0,1.25,"(5,5)","kind"
"4353","S1451",2000,5,200,9,9,0,0,0.492502883506344,5,0,1.25,"(5,5)","kind"
"4356","S1452",2000,5,200,10,10,0,0,0.49442522106882,5,0,1.25,"(5,5)","kind"
"4359","S1453",2000,5,200,15,15,0,0,0.478662053056517,5,0,1.25,"(5,5)","kind"
"4362","S1454",2000,5,200,18,18,0,0,0.472126105344098,5,0,1.25,"(5,5)","kind"
"4365","S1455",2000,5,200,17,17,0,0,0.509419454056132,5,0,1.25,"(5,5)","kind"
"4368","S1456",2000,5,200,18,18,0,0,0.5040369088812,5,0,1.25,"(5,5)","kind"
"4371","S1457",2000,5,200,19,19,0,0,0.497885428681276,5,0,1.25,"(5,5)","kind"
"4374","S1458",2000,5,200,15,15,0,0,0.513264129181084,5,0,1.25,"(5,5)","kind"
"4377","S1459",2000,5,200,20,20,0,0,0.500192233756248,5,0,1.25,"(5,5)","kind"
"4380","S1460",2000,5,200,14,14,0,0,0.510188389081123,5,0,1.25,"(5,5)","kind"
"4383","S1461",2000,5,200,21,21,0,0,0.4959630911188,5,0,1.25,"(5,5)","kind"
"4386","S1462",2000,5,200,18,18,0,0,0.48558246828143,5,0,1.25,"(5,5)","kind"
"4389","S1463",2000,5,200,25,25,0,0,0.481353325643983,5,0,1.25,"(5,5)","kind"
"4392","S1464",2000,5,200,14,14,0,0,0.484044598231449,5,0,1.25,"(5,5)","kind"
"4395","S1465",2000,5,200,12,12,0,0,0.471357170319108,5,0,1.25,"(5,5)","kind"
"4398","S1466",2000,5,200,18,18,0,0,0.493271818531334,5,0,1.25,"(5,5)","kind"
"4401","S1467",2000,5,200,16,16,0,0,0.518262206843522,5,0,1.25,"(5,5)","kind"
"4404","S1468",2000,5,200,12,12,0,0,0.48481353325644,5,0,1.25,"(5,5)","kind"
"4407","S1469",2000,5,200,12,12,0,0,0.499423298731257,5,0,1.25,"(5,5)","kind"
"4410","S1470",2000,5,200,20,20,0,0,0.474048442906574,5,0,1.25,"(5,5)","kind"
"4413","S1471",2000,5,200,20,20,0,0,0.504421376393695,5,0,1.25,"(5,5)","kind"
"4416","S1472",2000,5,200,14,14,0,0,0.47597078046905,5,0,1.25,"(5,5)","kind"
"4419","S1473",2000,5,200,16,16,0,0,0.5040369088812,5,0,1.25,"(5,5)","kind"
"4422","S1474",2000,5,200,15,15,0,0,0.501730103806228,5,0,1.25,"(5,5)","kind"
"4425","S1475",2000,5,200,18,18,0,0,0.477893118031526,5,0,1.25,"(5,5)","kind"
"4428","S1476",2000,5,200,15,15,0,0,0.500576701268743,5,0,1.25,"(5,5)","kind"
"4431","S1477",2000,5,200,13,13,0,0,0.509034986543637,5,0,1.25,"(5,5)","kind"
"4434","S1478",2000,5,200,12,12,0,0,0.494809688581315,5,0,1.25,"(5,5)","kind"
"4437","S1479",2000,5,200,14,14,0,0,0.477893118031526,5,0,1.25,"(5,5)","kind"
"4440","S1480",2000,5,200,13,13,0,0,0.474048442906574,5,0,1.25,"(5,5)","kind"
"4443","S1481",2000,5,200,14,14,0,0,0.512110726643599,5,0,1.25,"(5,5)","kind"
"4446","S1482",2000,5,200,13,13,0,0,0.491733948481353,5,0,1.25,"(5,5)","kind"
"4449","S1483",2000,5,200,14,14,0,0,0.494040753556324,5,0,1.25,"(5,5)","kind"
"4452","S1484",2000,5,200,12,12,0,0,0.492502883506344,5,0,1.25,"(5,5)","kind"
"4455","S1485",2000,5,200,12,12,0,0,0.47597078046905,5,0,1.25,"(5,5)","kind"
"4458","S1486",2000,5,200,18,18,0,0,0.521337946943483,5,0,1.25,"(5,5)","kind"
"4461","S1487",2000,5,200,19,19,0,0,0.47597078046905,5,0,1.25,"(5,5)","kind"
"4464","S1488",2000,5,200,7,7,0,0,0.490196078431373,5,0,1.25,"(5,5)","kind"
"4467","S1489",2000,5,200,13,13,0,0,0.504421376393695,5,0,1.25,"(5,5)","kind"
"4470","S1490",2000,5,200,13,13,0,0,0.516724336793541,5,0,1.25,"(5,5)","kind"
"4473","S1491",2000,5,200,20,20,0,0,0.492502883506344,5,0,1.25,"(5,5)","kind"
"4476","S1492",2000,5,200,15,15,0,0,0.4959630911188,5,0,1.25,"(5,5)","kind"
"4479","S1493",2000,5,200,12,12,0,0,0.478662053056517,5,0,1.25,"(5,5)","kind"
"4482","S1494",2000,5,200,15,15,0,0,0.443675509419454,5,0,1.25,"(5,5)","kind"
"4485","S1495",2000,5,200,19,19,0,0,0.523260284505959,5,0,1.25,"(5,5)","kind"
"4488","S1496",2000,5,200,11,11,0,0,0.494809688581315,5,0,1.25,"(5,5)","kind"
"4491","S1497",2000,5,200,16,16,0,0,0.485198000768935,5,0,1.25,"(5,5)","kind"
"4494","S1498",2000,5,200,23,23,0,0,0.505959246443676,5,0,1.25,"(5,5)","kind"
"4497","S1499",2000,5,200,17,17,0,0,0.522106881968474,5,0,1.25,"(5,5)","kind"
"4500","S1500",2000,5,200,15,15,0,0,0.527489427143406,5,0,1.25,"(5,5)","kind"
"4503","S1501",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4506","S1502",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4509","S1503",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4512","S1504",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4515","S1505",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4518","S1506",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4521","S1507",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4524","S1508",2000,3,0,23,23,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4527","S1509",2000,3,0,23,23,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4530","S1510",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4533","S1511",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4536","S1512",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4539","S1513",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4542","S1514",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4545","S1515",2000,3,0,17,17,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4548","S1516",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4551","S1517",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4554","S1518",2000,3,0,14,14,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4557","S1519",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4560","S1520",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4563","S1521",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4566","S1522",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4569","S1523",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4572","S1524",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4575","S1525",2000,3,0,16,16,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4578","S1526",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4581","S1527",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4584","S1528",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4587","S1529",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4590","S1530",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4593","S1531",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4596","S1532",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4599","S1533",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4602","S1534",2000,3,0,23,23,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4605","S1535",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4608","S1536",2000,3,0,23,23,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4611","S1537",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4614","S1538",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4617","S1539",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4620","S1540",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4623","S1541",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4626","S1542",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4629","S1543",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4632","S1544",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4635","S1545",2000,3,0,17,17,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4638","S1546",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4641","S1547",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4644","S1548",2000,3,0,16,16,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4647","S1549",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4650","S1550",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4653","S1551",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4656","S1552",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4659","S1553",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4662","S1554",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4665","S1555",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4668","S1556",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4671","S1557",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4674","S1558",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4677","S1559",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4680","S1560",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4683","S1561",2000,3,0,16,16,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4686","S1562",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4689","S1563",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4692","S1564",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4695","S1565",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4698","S1566",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4701","S1567",2000,3,0,15,15,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4704","S1568",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4707","S1569",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4710","S1570",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4713","S1571",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4716","S1572",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4719","S1573",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4722","S1574",2000,3,0,23,23,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4725","S1575",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4728","S1576",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4731","S1577",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4734","S1578",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4737","S1579",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4740","S1580",2000,3,0,17,17,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4743","S1581",2000,3,0,17,17,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4746","S1582",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4749","S1583",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4752","S1584",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4755","S1585",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4758","S1586",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4761","S1587",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4764","S1588",2000,3,0,17,17,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4767","S1589",2000,3,0,23,23,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4770","S1590",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4773","S1591",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4776","S1592",2000,3,0,22,22,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4779","S1593",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4782","S1594",2000,3,0,21,21,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4785","S1595",2000,3,0,18,18,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4788","S1596",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4791","S1597",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4794","S1598",2000,3,0,19,19,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4797","S1599",2000,3,0,20,20,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4800","S1600",2000,3,0,17,17,0,0,0.923106497500961,11,0,0.6875,"(11,3)","kind"
"4803","S1601",2000,4,0,42,42,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4806","S1602",2000,4,0,39,39,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4809","S1603",2000,4,0,40,40,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4812","S1604",2000,4,0,40,40,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4815","S1605",2000,4,0,38,38,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4818","S1606",2000,4,0,36,36,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4821","S1607",2000,4,0,38,38,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4824","S1608",2000,4,0,42,42,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4827","S1609",2000,4,0,40,40,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4830","S1610",2000,4,0,35,35,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4833","S1611",2000,4,0,41,41,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4836","S1612",2000,4,0,44,44,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4839","S1613",2000,4,0,43,43,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4842","S1614",2000,4,0,46,46,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4845","S1615",2000,4,0,38,38,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4848","S1616",2000,4,0,38,38,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4851","S1617",2000,4,0,36,36,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4854","S1618",2000,4,0,34,34,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4857","S1619",2000,4,0,39,39,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4860","S1620",2000,4,0,36,36,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4863","S1621",2000,4,0,38,38,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
"4866","S1622",2000,4,0,38,38,0,0,0.923106497500961,11,0,1.375,"(11,4)","kind"
