"","sim_num","time","rs","no","n_alive","n_kind","n_realist","n_selfish","vital.space","nf","Rep","fbs","fbsChar","init"
"64501","S2150",2000,3,100,3,0,0,3,0.6639753940792,11,0,0.6875,"(11,3)","self"
"64531","S2151",2000,3,100,2,0,0,2,0.662053056516724,11,0,0.6875,"(11,3)","self"
"64561","S2152",2000,3,100,1,0,0,1,0.629757785467128,11,0,0.6875,"(11,3)","self"
"64591","S2153",2000,3,100,5,0,0,5,0.670511341791619,11,0,0.6875,"(11,3)","self"
"64621","S2154",2000,3,100,5,0,0,5,0.695886197616301,11,0,0.6875,"(11,3)","self"
"64651","S2155",2000,3,100,4,0,0,4,0.682045367166474,11,0,0.6875,"(11,3)","self"
"64681","S2156",2000,3,100,3,0,0,3,0.658977316416763,11,0,0.6875,"(11,3)","self"
"64711","S2157",2000,3,100,7,0,0,7,0.725490196078431,11,0,0.6875,"(11,3)","self"
"64741","S2158",2000,3,100,2,0,0,2,0.645136485966936,11,0,0.6875,"(11,3)","self"
"64771","S2159",2000,3,100,3,0,0,3,0.662821991541715,11,0,0.6875,"(11,3)","self"
"64801","S2160",2000,3,100,2,0,0,2,0.685505574778931,11,0,0.6875,"(11,3)","self"
"64831","S2161",2000,3,100,3,0,0,3,0.665897731641676,11,0,0.6875,"(11,3)","self"
"64861","S2162",2000,3,100,6,0,0,6,0.682045367166474,11,0,0.6875,"(11,3)","self"
"64891","S2163",2000,3,100,2,0,0,2,0.661284121491734,11,0,0.6875,"(11,3)","self"
"64921","S2164",2000,3,100,3,0,0,3,0.662053056516724,11,0,0.6875,"(11,3)","self"
"64951","S2165",2000,3,100,2,0,0,2,0.672433679354095,11,0,0.6875,"(11,3)","self"
"64981","S2166",2000,3,100,4,0,0,4,0.65282583621684,11,0,0.6875,"(11,3)","self"
"65011","S2167",2000,3,100,4,0,0,4,0.648981161091888,11,0,0.6875,"(11,3)","self"
"65041","S2168",2000,3,100,4,0,0,4,0.681276432141484,11,0,0.6875,"(11,3)","self"
"65071","S2169",2000,3,100,5,0,0,5,0.666282199154171,11,0,0.6875,"(11,3)","self"
"65101","S2170",2000,3,100,5,0,0,5,0.685890042291426,11,0,0.6875,"(11,3)","self"
"65131","S2171",2000,3,100,8,0,0,8,0.680123029603999,11,0,0.6875,"(11,3)","self"
"65161","S2172",2000,3,100,5,0,0,5,0.690119184928873,11,0,0.6875,"(11,3)","self"
"65191","S2173",2000,3,100,2,0,0,2,0.660515186466744,11,0,0.6875,"(11,3)","self"
"65221","S2174",2000,3,100,3,0,0,3,0.659361783929258,11,0,0.6875,"(11,3)","self"
"65251","S2175",2000,3,100,6,0,0,6,0.673202614379085,11,0,0.6875,"(11,3)","self"
"65281","S2176",2000,3,100,6,0,0,6,0.702037677816225,11,0,0.6875,"(11,3)","self"
"65311","S2177",2000,3,100,2,0,0,2,0.667051134179162,11,0,0.6875,"(11,3)","self"
"65341","S2178",2000,3,100,1,0,0,1,0.687043444828912,11,0,0.6875,"(11,3)","self"
"65371","S2179",2000,3,100,3,0,0,3,0.702037677816225,11,0,0.6875,"(11,3)","self"
"65401","S2180",2000,3,100,2,0,0,2,0.640907343329489,11,0,0.6875,"(11,3)","self"
"65431","S2181",2000,3,100,1,0,0,1,0.662821991541715,11,0,0.6875,"(11,3)","self"
"65461","S2182",2000,3,100,1,0,0,1,0.672433679354095,11,0,0.6875,"(11,3)","self"
"65491","S2183",2000,3,100,4,0,0,4,0.695886197616301,11,0,0.6875,"(11,3)","self"
"65521","S2184",2000,3,100,4,0,0,4,0.644367550941945,11,0,0.6875,"(11,3)","self"
"65551","S2185",2000,3,100,3,0,0,3,0.663590926566705,11,0,0.6875,"(11,3)","self"
"65581","S2186",2000,3,100,3,0,0,3,0.681660899653979,11,0,0.6875,"(11,3)","self"
"65611","S2187",2000,3,100,3,0,0,3,0.664359861591695,11,0,0.6875,"(11,3)","self"
"65641","S2188",2000,3,100,1,0,0,1,0.702806612841215,11,0,0.6875,"(11,3)","self"
"65671","S2189",2000,3,100,2,0,0,2,0.667820069204152,11,0,0.6875,"(11,3)","self"
"65701","S2190",2000,3,100,6,0,0,6,0.701268742791234,11,0,0.6875,"(11,3)","self"
"65731","S2191",2000,3,100,1,0,0,1,0.652056901191849,11,0,0.6875,"(11,3)","self"
"65761","S2192",2000,3,100,1,0,0,1,0.668204536716647,11,0,0.6875,"(11,3)","self"
"65791","S2193",2000,3,100,3,0,0,3,0.665128796616686,11,0,0.6875,"(11,3)","self"
"65821","S2194",2000,3,100,2,0,0,2,0.678200692041522,11,0,0.6875,"(11,3)","self"
"65851","S2195",2000,3,100,5,0,0,5,0.697039600153787,11,0,0.6875,"(11,3)","self"
"65881","S2196",2000,3,100,3,0,0,3,0.675124951941561,11,0,0.6875,"(11,3)","self"
"65911","S2197",2000,3,100,2,0,0,2,0.672049211841599,11,0,0.6875,"(11,3)","self"
"65941","S2198",2000,3,100,3,0,0,3,0.657823913879277,11,0,0.6875,"(11,3)","self"
"65971","S2199",2000,3,100,4,0,0,4,0.673202614379085,11,0,0.6875,"(11,3)","self"
"66001","S2200",2000,3,100,4,0,0,4,0.690503652441369,11,0,0.6875,"(11,3)","self"
"66031","S2201",2000,4,100,19,0,0,19,0.69281045751634,11,0,1.375,"(11,4)","self"
"66061","S2202",2000,4,100,10,0,0,10,0.649365628604383,11,0,1.375,"(11,4)","self"
"66091","S2203",2000,4,100,10,0,0,10,0.66320645905421,11,0,1.375,"(11,4)","self"
"66121","S2204",2000,4,100,15,0,0,15,0.702806612841215,11,0,1.375,"(11,4)","self"
"66151","S2205",2000,4,100,14,0,0,14,0.673202614379085,11,0,1.375,"(11,4)","self"
"66181","S2206",2000,4,100,12,0,0,12,0.688196847366398,11,0,1.375,"(11,4)","self"
"66211","S2207",2000,4,100,7,0,0,7,0.65436370626682,11,0,1.375,"(11,4)","self"
"66241","S2208",2000,4,100,10,0,0,10,0.662053056516724,11,0,1.375,"(11,4)","self"
"66271","S2209",2000,4,100,14,0,0,14,0.658592848904268,11,0,1.375,"(11,4)","self"
"66301","S2210",2000,4,100,12,0,0,12,0.670126874279123,11,0,1.375,"(11,4)","self"
"66331","S2211",2000,4,100,15,0,0,15,0.68396770472895,11,0,1.375,"(11,4)","self"
"66361","S2212",2000,4,100,10,0,0,10,0.635909265667051,11,0,1.375,"(11,4)","self"
"66391","S2213",2000,4,100,14,0,0,14,0.668973471741638,11,0,1.375,"(11,4)","self"
"66421","S2214",2000,4,100,11,0,0,11,0.686658977316417,11,0,1.375,"(11,4)","self"
"66451","S2215",2000,4,100,13,0,0,13,0.687427912341407,11,0,1.375,"(11,4)","self"
"66481","S2216",2000,4,100,14,0,0,14,0.650134563629373,11,0,1.375,"(11,4)","self"
"66511","S2217",2000,4,100,13,0,0,13,0.672049211841599,11,0,1.375,"(11,4)","self"
"66541","S2218",2000,4,100,11,0,0,11,0.660515186466744,11,0,1.375,"(11,4)","self"
"66571","S2219",2000,4,100,18,0,0,18,0.678969627066513,11,0,1.375,"(11,4)","self"
"66601","S2220",2000,4,100,18,0,0,18,0.665128796616686,11,0,1.375,"(11,4)","self"
"66631","S2221",2000,4,100,12,0,0,12,0.63283352556709,11,0,1.375,"(11,4)","self"
"66661","S2222",2000,4,100,16,0,0,16,0.676662821991542,11,0,1.375,"(11,4)","self"
"66691","S2223",2000,4,100,17,0,0,17,0.691657054978854,11,0,1.375,"(11,4)","self"
"66721","S2224",2000,4,100,6,0,0,6,0.668204536716647,11,0,1.375,"(11,4)","self"
"66751","S2225",2000,4,100,12,0,0,12,0.680123029603999,11,0,1.375,"(11,4)","self"
"66781","S2226",2000,4,100,14,0,0,14,0.680891964628989,11,0,1.375,"(11,4)","self"
"66811","S2227",2000,4,100,8,0,0,8,0.696270665128797,11,0,1.375,"(11,4)","self"
"66841","S2228",2000,4,100,12,0,0,12,0.69281045751634,11,0,1.375,"(11,4)","self"
"66871","S2229",2000,4,100,10,0,0,10,0.666282199154171,11,0,1.375,"(11,4)","self"
"66901","S2230",2000,4,100,9,0,0,9,0.671664744329104,11,0,1.375,"(11,4)","self"
"66931","S2231",2000,4,100,13,0,0,13,0.66243752402922,11,0,1.375,"(11,4)","self"
"66961","S2232",2000,4,100,10,0,0,10,0.66320645905421,11,0,1.375,"(11,4)","self"
"66991","S2233",2000,4,100,14,0,0,14,0.667051134179162,11,0,1.375,"(11,4)","self"
"67021","S2234",2000,4,100,10,0,0,10,0.684352172241446,11,0,1.375,"(11,4)","self"
"67051","S2235",2000,4,100,12,0,0,12,0.686274509803922,11,0,1.375,"(11,4)","self"
"67081","S2236",2000,4,100,15,0,0,15,0.669357939254133,11,0,1.375,"(11,4)","self"
"67111","S2237",2000,4,100,10,0,0,10,0.661668589004229,11,0,1.375,"(11,4)","self"
"67141","S2238",2000,4,100,15,0,0,15,0.700499807766244,11,0,1.375,"(11,4)","self"
"67171","S2239",2000,4,100,16,0,0,16,0.657823913879277,11,0,1.375,"(11,4)","self"
"67201","S2240",2000,4,100,16,0,0,16,0.694348327566321,11,0,1.375,"(11,4)","self"
"67231","S2241",2000,4,100,12,0,0,12,0.678969627066513,11,0,1.375,"(11,4)","self"
"67261","S2242",2000,4,100,21,0,0,21,0.701268742791234,11,0,1.375,"(11,4)","self"
"67291","S2243",2000,4,100,14,0,0,14,0.653210303729335,11,0,1.375,"(11,4)","self"
"67321","S2244",2000,4,100,10,0,0,10,0.670511341791619,11,0,1.375,"(11,4)","self"
"67351","S2245",2000,4,100,8,0,0,8,0.668973471741638,11,0,1.375,"(11,4)","self"
"67381","S2246",2000,4,100,14,0,0,14,0.673971549404075,11,0,1.375,"(11,4)","self"
"67411","S2247",2000,4,100,12,0,0,12,0.668973471741638,11,0,1.375,"(11,4)","self"
"67441","S2248",2000,4,100,13,0,0,13,0.671664744329104,11,0,1.375,"(11,4)","self"
"67471","S2249",2000,4,100,16,0,0,16,0.680891964628989,11,0,1.375,"(11,4)","self"
"67501","S2250",2000,4,100,11,0,0,11,0.675124951941561,11,0,1.375,"(11,4)","self"
"67531","S2251",2000,4,100,8,0,0,8,0.670126874279123,11,0,1.375,"(11,4)","self"
"67561","S2252",2000,4,100,11,0,0,11,0.673971549404075,11,0,1.375,"(11,4)","self"
"67591","S2253",2000,4,100,14,0,0,14,0.699730872741253,11,0,1.375,"(11,4)","self"
"67621","S2254",2000,4,100,15,0,0,15,0.680891964628989,11,0,1.375,"(11,4)","self"
"67651","S2255",2000,4,100,16,0,0,16,0.678200692041522,11,0,1.375,"(11,4)","self"
"67681","S2256",2000,4,100,13,0,0,13,0.661668589004229,11,0,1.375,"(11,4)","self"
"67711","S2257",2000,4,100,10,0,0,10,0.717800845828527,11,0,1.375,"(11,4)","self"
"67741","S2258",2000,4,100,14,0,0,14,0.666666666666667,11,0,1.375,"(11,4)","self"
"67771","S2259",2000,4,100,9,0,0,9,0.682814302191465,11,0,1.375,"(11,4)","self"
"67801","S2260",2000,4,100,11,0,0,11,0.659361783929258,11,0,1.375,"(11,4)","self"
"67831","S2261",2000,4,100,12,0,0,12,0.657439446366782,11,0,1.375,"(11,4)","self"
"67861","S2262",2000,4,100,11,0,0,11,0.670895809304114,11,0,1.375,"(11,4)","self"
"67891","S2263",2000,4,100,10,0,0,10,0.683583237216455,11,0,1.375,"(11,4)","self"
"67921","S2264",2000,4,100,8,0,0,8,0.656286043829296,11,0,1.375,"(11,4)","self"
"67951","S2265",2000,4,100,15,0,0,15,0.66320645905421,11,0,1.375,"(11,4)","self"
"67981","S2266",2000,4,100,16,0,0,16,0.688581314878893,11,0,1.375,"(11,4)","self"
"68011","S2267",2000,4,100,19,0,0,19,0.677431757016532,11,0,1.375,"(11,4)","self"
"68041","S2268",2000,4,100,16,0,0,16,0.678969627066513,11,0,1.375,"(11,4)","self"
"68071","S2269",2000,4,100,8,0,0,8,0.691272587466359,11,0,1.375,"(11,4)","self"
"68101","S2270",2000,4,100,14,0,0,14,0.678969627066513,11,0,1.375,"(11,4)","self"
"68131","S2271",2000,4,100,14,0,0,14,0.667051134179162,11,0,1.375,"(11,4)","self"
"68161","S2272",2000,4,100,12,0,0,12,0.684736639753941,11,0,1.375,"(11,4)","self"
"68191","S2273",2000,4,100,12,0,0,12,0.668973471741638,11,0,1.375,"(11,4)","self"
"68221","S2274",2000,4,100,15,0,0,15,0.671280276816609,11,0,1.375,"(11,4)","self"
"68251","S2275",2000,4,100,18,0,0,18,0.675509419454056,11,0,1.375,"(11,4)","self"
"68281","S2276",2000,4,100,15,0,0,15,0.689350249903883,11,0,1.375,"(11,4)","self"
"68311","S2277",2000,4,100,18,0,0,18,0.680891964628989,11,0,1.375,"(11,4)","self"
"68341","S2278",2000,4,100,11,0,0,11,0.708189158016148,11,0,1.375,"(11,4)","self"
"68371","S2279",2000,4,100,15,0,0,15,0.690503652441369,11,0,1.375,"(11,4)","self"
"68401","S2280",2000,4,100,17,0,0,17,0.686658977316417,11,0,1.375,"(11,4)","self"
"68431","S2281",2000,4,100,15,0,0,15,0.678969627066513,11,0,1.375,"(11,4)","self"
"68461","S2282",2000,4,100,14,0,0,14,0.685890042291426,11,0,1.375,"(11,4)","self"
"68491","S2283",2000,4,100,18,0,0,18,0.677047289504037,11,0,1.375,"(11,4)","self"
"68521","S2284",2000,4,100,13,0,0,13,0.66320645905421,11,0,1.375,"(11,4)","self"
"68551","S2285",2000,4,100,14,0,0,14,0.660899653979239,11,0,1.375,"(11,4)","self"
"68581","S2286",2000,4,100,17,0,0,17,0.680507497116494,11,0,1.375,"(11,4)","self"
"68611","S2287",2000,4,100,14,0,0,14,0.669357939254133,11,0,1.375,"(11,4)","self"
"68641","S2288",2000,4,100,15,0,0,15,0.690119184928873,11,0,1.375,"(11,4)","self"
"68671","S2289",2000,4,100,16,0,0,16,0.69357939254133,11,0,1.375,"(11,4)","self"
"68701","S2290",2000,4,100,16,0,0,16,0.665128796616686,11,0,1.375,"(11,4)","self"
"68731","S2291",2000,4,100,18,0,0,18,0.689350249903883,11,0,1.375,"(11,4)","self"
"68761","S2292",2000,4,100,16,0,0,16,0.681276432141484,11,0,1.375,"(11,4)","self"
"68791","S2293",2000,4,100,11,0,0,11,0.676278354479046,11,0,1.375,"(11,4)","self"
"68821","S2294",2000,4,100,12,0,0,12,0.675509419454056,11,0,1.375,"(11,4)","self"
"68851","S2295",2000,4,100,12,0,0,12,0.655132641291811,11,0,1.375,"(11,4)","self"
"68881","S2296",2000,4,100,14,0,0,14,0.687812379853902,11,0,1.375,"(11,4)","self"
"68911","S2297",2000,4,100,14,0,0,14,0.638216070742022,11,0,1.375,"(11,4)","self"
"68941","S2298",2000,4,100,17,0,0,17,0.665897731641676,11,0,1.375,"(11,4)","self"
"68971","S2299",2000,4,100,13,0,0,13,0.662053056516724,11,0,1.375,"(11,4)","self"
"69001","S2300",2000,4,100,14,0,0,14,0.659361783929258,11,0,1.375,"(11,4)","self"
"69031","S2301",2000,5,100,34,0,0,34,0.677431757016532,11,0,2.75,"(11,5)","self"
"69061","S2302",2000,5,100,42,0,0,42,0.696655132641292,11,0,2.75,"(11,5)","self"
"69091","S2303",2000,5,100,33,0,0,33,0.670126874279123,11,0,2.75,"(11,5)","self"
"69121","S2304",2000,5,100,39,0,0,39,0.700884275278739,11,0,2.75,"(11,5)","self"
"69151","S2305",2000,5,100,27,0,0,27,0.702806612841215,11,0,2.75,"(11,5)","self"
"69181","S2306",2000,5,100,42,0,0,42,0.670895809304114,11,0,2.75,"(11,5)","self"
"69211","S2307",2000,5,100,42,0,0,42,0.679354094579008,11,0,2.75,"(11,5)","self"
"69241","S2308",2000,5,100,39,0,0,39,0.643598615916955,11,0,2.75,"(11,5)","self"
"69271","S2309",2000,5,100,45,0,0,45,0.683583237216455,11,0,2.75,"(11,5)","self"
"69301","S2310",2000,5,100,30,0,0,30,0.644367550941945,11,0,2.75,"(11,5)","self"
"69331","S2311",2000,5,100,30,0,0,30,0.662821991541715,11,0,2.75,"(11,5)","self"
"69361","S2312",2000,5,100,33,0,0,33,0.693963860053825,11,0,2.75,"(11,5)","self"
"69391","S2313",2000,5,100,30,0,0,30,0.678969627066513,11,0,2.75,"(11,5)","self"
"69421","S2314",2000,5,100,34,0,0,34,0.707804690503652,11,0,2.75,"(11,5)","self"
"69451","S2315",2000,5,100,27,0,0,27,0.635524798154556,11,0,2.75,"(11,5)","self"
"69481","S2316",2000,5,100,45,0,0,45,0.679738562091503,11,0,2.75,"(11,5)","self"
"69511","S2317",2000,5,100,35,0,0,35,0.660130718954248,11,0,2.75,"(11,5)","self"
"69541","S2318",2000,5,100,34,0,0,34,0.674356016916571,11,0,2.75,"(11,5)","self"
"69571","S2319",2000,5,100,38,0,0,38,0.670511341791619,11,0,2.75,"(11,5)","self"
"69601","S2320",2000,5,100,29,0,0,29,0.675509419454056,11,0,2.75,"(11,5)","self"
"69631","S2321",2000,5,100,41,0,0,41,0.678585159554018,11,0,2.75,"(11,5)","self"
"69661","S2322",2000,5,100,31,0,0,31,0.669742406766628,11,0,2.75,"(11,5)","self"
"69691","S2323",2000,5,100,36,0,0,36,0.66320645905421,11,0,2.75,"(11,5)","self"
"69721","S2324",2000,5,100,39,0,0,39,0.689734717416378,11,0,2.75,"(11,5)","self"
"69751","S2325",2000,5,100,36,0,0,36,0.672049211841599,11,0,2.75,"(11,5)","self"
"69781","S2326",2000,5,100,30,0,0,30,0.658592848904268,11,0,2.75,"(11,5)","self"
"69811","S2327",2000,5,100,38,0,0,38,0.675893886966551,11,0,2.75,"(11,5)","self"
"69841","S2328",2000,5,100,32,0,0,32,0.676662821991542,11,0,2.75,"(11,5)","self"
"69871","S2329",2000,5,100,41,0,0,41,0.66243752402922,11,0,2.75,"(11,5)","self"
"69901","S2330",2000,5,100,32,0,0,32,0.676662821991542,11,0,2.75,"(11,5)","self"
"69931","S2331",2000,5,100,28,0,0,28,0.668204536716647,11,0,2.75,"(11,5)","self"
"69961","S2332",2000,5,100,36,0,0,36,0.682045367166474,11,0,2.75,"(11,5)","self"
"69991","S2333",2000,5,100,31,0,0,31,0.652056901191849,11,0,2.75,"(11,5)","self"
"70021","S2334",2000,5,100,40,0,0,40,0.656670511341792,11,0,2.75,"(11,5)","self"
"70051","S2335",2000,5,100,34,0,0,34,0.691657054978854,11,0,2.75,"(11,5)","self"
"70081","S2336",2000,5,100,41,0,0,41,0.693963860053825,11,0,2.75,"(11,5)","self"
"70111","S2337",2000,5,100,50,0,0,50,0.673971549404075,11,0,2.75,"(11,5)","self"
"70141","S2338",2000,5,100,44,0,0,44,0.667051134179162,11,0,2.75,"(11,5)","self"
"70171","S2339",2000,5,100,25,0,0,25,0.680891964628989,11,0,2.75,"(11,5)","self"
"70201","S2340",2000,5,100,35,0,0,35,0.647058823529412,11,0,2.75,"(11,5)","self"
"70231","S2341",2000,5,100,42,0,0,42,0.682814302191465,11,0,2.75,"(11,5)","self"
"70261","S2342",2000,5,100,43,0,0,43,0.648981161091888,11,0,2.75,"(11,5)","self"
"70291","S2343",2000,5,100,37,0,0,37,0.651287966166859,11,0,2.75,"(11,5)","self"
"70321","S2344",2000,5,100,33,0,0,33,0.667820069204152,11,0,2.75,"(11,5)","self"
"70351","S2345",2000,5,100,39,0,0,39,0.681660899653979,11,0,2.75,"(11,5)","self"
"70381","S2346",2000,5,100,39,0,0,39,0.670126874279123,11,0,2.75,"(11,5)","self"
"70411","S2347",2000,5,100,39,0,0,39,0.661668589004229,11,0,2.75,"(11,5)","self"
"70441","S2348",2000,5,100,41,0,0,41,0.690503652441369,11,0,2.75,"(11,5)","self"
"70471","S2349",2000,5,100,38,0,0,38,0.663590926566705,11,0,2.75,"(11,5)","self"
"70501","S2350",2000,5,100,40,0,0,40,0.687043444828912,11,0,2.75,"(11,5)","self"
"70531","S2351",2000,5,100,39,0,0,39,0.676662821991542,11,0,2.75,"(11,5)","self"
"70561","S2352",2000,5,100,36,0,0,36,0.6639753940792,11,0,2.75,"(11,5)","self"
"70591","S2353",2000,5,100,39,0,0,39,0.672433679354095,11,0,2.75,"(11,5)","self"
"70621","S2354",2000,5,100,32,0,0,32,0.680123029603999,11,0,2.75,"(11,5)","self"
"70651","S2355",2000,5,100,39,0,0,39,0.664744329104191,11,0,2.75,"(11,5)","self"
"70681","S2356",2000,5,100,38,0,0,38,0.671664744329104,11,0,2.75,"(11,5)","self"
"70711","S2357",2000,5,100,37,0,0,37,0.658208381391772,11,0,2.75,"(11,5)","self"
"70741","S2358",2000,5,100,31,0,0,31,0.641291810841984,11,0,2.75,"(11,5)","self"
"70771","S2359",2000,5,100,43,0,0,43,0.668589004229143,11,0,2.75,"(11,5)","self"
"70801","S2360",2000,5,100,38,0,0,38,0.698193002691273,11,0,2.75,"(11,5)","self"
"70831","S2361",2000,5,100,29,0,0,29,0.697039600153787,11,0,2.75,"(11,5)","self"
"70861","S2362",2000,5,100,37,0,0,37,0.686658977316417,11,0,2.75,"(11,5)","self"
"70891","S2363",2000,5,100,35,0,0,35,0.674356016916571,11,0,2.75,"(11,5)","self"
"70921","S2364",2000,5,100,33,0,0,33,0.686658977316417,11,0,2.75,"(11,5)","self"
"70951","S2365",2000,5,100,26,0,0,26,0.658977316416763,11,0,2.75,"(11,5)","self"
"70981","S2366",2000,5,100,40,0,0,40,0.670126874279123,11,0,2.75,"(11,5)","self"
"71011","S2367",2000,5,100,34,0,0,34,0.68319876970396,11,0,2.75,"(11,5)","self"
"71041","S2368",2000,5,100,40,0,0,40,0.699730872741253,11,0,2.75,"(11,5)","self"
"71071","S2369",2000,5,100,43,0,0,43,0.662053056516724,11,0,2.75,"(11,5)","self"
"71101","S2370",2000,5,100,37,0,0,37,0.660899653979239,11,0,2.75,"(11,5)","self"
"71131","S2371",2000,5,100,34,0,0,34,0.664359861591695,11,0,2.75,"(11,5)","self"
"71161","S2372",2000,5,100,41,0,0,41,0.686658977316417,11,0,2.75,"(11,5)","self"
"71191","S2373",2000,5,100,37,0,0,37,0.672433679354095,11,0,2.75,"(11,5)","self"
"71221","S2374",2000,5,100,33,0,0,33,0.677431757016532,11,0,2.75,"(11,5)","self"
"71251","S2375",2000,5,100,42,0,0,42,0.716647443291042,11,0,2.75,"(11,5)","self"
"71281","S2376",2000,5,100,39,0,0,39,0.704344482891196,11,0,2.75,"(11,5)","self"
"71311","S2377",2000,5,100,34,0,0,34,0.668589004229143,11,0,2.75,"(11,5)","self"
"71341","S2378",2000,5,100,37,0,0,37,0.673971549404075,11,0,2.75,"(11,5)","self"
"71371","S2379",2000,5,100,28,0,0,28,0.67358708189158,11,0,2.75,"(11,5)","self"
"71401","S2380",2000,5,100,39,0,0,39,0.715878508266051,11,0,2.75,"(11,5)","self"
"71431","S2381",2000,5,100,36,0,0,36,0.665897731641676,11,0,2.75,"(11,5)","self"
"71461","S2382",2000,5,100,36,0,0,36,0.692425990003845,11,0,2.75,"(11,5)","self"
"71491","S2383",2000,5,100,40,0,0,40,0.679354094579008,11,0,2.75,"(11,5)","self"
"71521","S2384",2000,5,100,35,0,0,35,0.678200692041522,11,0,2.75,"(11,5)","self"
"71551","S2385",2000,5,100,40,0,0,40,0.675509419454056,11,0,2.75,"(11,5)","self"
"71581","S2386",2000,5,100,31,0,0,31,0.676278354479046,11,0,2.75,"(11,5)","self"
"71611","S2387",2000,5,100,33,0,0,33,0.682045367166474,11,0,2.75,"(11,5)","self"
"71641","S2388",2000,5,100,43,0,0,43,0.68396770472895,11,0,2.75,"(11,5)","self"
"71671","S2389",2000,5,100,32,0,0,32,0.672049211841599,11,0,2.75,"(11,5)","self"
"71701","S2390",2000,5,100,42,0,0,42,0.646289888504421,11,0,2.75,"(11,5)","self"
"71731","S2391",2000,5,100,29,0,0,29,0.68242983467897,11,0,2.75,"(11,5)","self"
"71761","S2392",2000,5,100,43,0,0,43,0.670511341791619,11,0,2.75,"(11,5)","self"
"71791","S2393",2000,5,100,33,0,0,33,0.66243752402922,11,0,2.75,"(11,5)","self"
"71821","S2394",2000,5,100,35,0,0,35,0.635524798154556,11,0,2.75,"(11,5)","self"
"71851","S2395",2000,5,100,37,0,0,37,0.672433679354095,11,0,2.75,"(11,5)","self"
"71881","S2396",2000,5,100,39,0,0,39,0.675124951941561,11,0,2.75,"(11,5)","self"
"71911","S2397",2000,5,100,36,0,0,36,0.677816224529027,11,0,2.75,"(11,5)","self"
"71941","S2398",2000,5,100,42,0,0,42,0.661284121491734,11,0,2.75,"(11,5)","self"
"71971","S2399",2000,5,100,44,0,0,44,0.696270665128797,11,0,2.75,"(11,5)","self"
"72001","S2400",2000,5,100,32,0,0,32,0.675124951941561,11,0,2.75,"(11,5)","self"
"72031","S2401",2000,3,150,0,0,0,0,0.553248750480584,11,0,0.6875,"(11,3)","self"
"72061","S2402",2000,3,150,1,0,0,1,0.572856593617839,11,0,0.6875,"(11,3)","self"
"72091","S2403",2000,3,150,0,0,0,0,0.569780853517878,11,0,0.6875,"(11,3)","self"
"72121","S2404",2000,3,150,2,0,0,2,0.577854671280277,11,0,0.6875,"(11,3)","self"
"72151","S2405",2000,3,150,4,0,0,4,0.580930411380238,11,0,0.6875,"(11,3)","self"
"72181","S2406",2000,3,150,4,0,0,4,0.602460592079969,11,0,0.6875,"(11,3)","self"
"72211","S2407",2000,3,150,1,0,0,1,0.584390618992695,11,0,0.6875,"(11,3)","self"
"72241","S2408",2000,3,150,6,0,0,6,0.590542099192618,11,0,0.6875,"(11,3)","self"
"72271","S2409",2000,3,150,1,0,0,1,0.578623606305267,11,0,0.6875,"(11,3)","self"
"72301","S2410",2000,3,150,2,0,0,2,0.575547866205306,11,0,0.6875,"(11,3)","self"
"72331","S2411",2000,3,150,1,0,0,1,0.558246828143022,11,0,0.6875,"(11,3)","self"
"72361","S2412",2000,3,150,0,0,0,0,0.571318723567859,11,0,0.6875,"(11,3)","self"
"72391","S2413",2000,3,150,1,0,0,1,0.581314878892734,11,0,0.6875,"(11,3)","self"
"72421","S2414",2000,3,150,0,0,0,0,0.587081891580161,11,0,0.6875,"(11,3)","self"
"72451","S2415",2000,3,150,2,0,0,2,0.565936178392926,11,0,0.6875,"(11,3)","self"
"72481","S2416",2000,3,150,2,0,0,2,0.562860438292964,11,0,0.6875,"(11,3)","self"
"72511","S2417",2000,3,150,1,0,0,1,0.585544021530181,11,0,0.6875,"(11,3)","self"
"72541","S2418",2000,3,150,3,0,0,3,0.579392541330258,11,0,0.6875,"(11,3)","self"
"72571","S2419",2000,3,150,3,0,0,3,0.584390618992695,11,0,0.6875,"(11,3)","self"
"72601","S2420",2000,3,150,2,0,0,2,0.574009996155325,11,0,0.6875,"(11,3)","self"
"72631","S2421",2000,3,150,1,0,0,1,0.570165321030373,11,0,0.6875,"(11,3)","self"
"72661","S2422",2000,3,150,1,0,0,1,0.575547866205306,11,0,0.6875,"(11,3)","self"
"72691","S2423",2000,3,150,1,0,0,1,0.552095347943099,11,0,0.6875,"(11,3)","self"
"72721","S2424",2000,3,150,6,0,0,6,0.591695501730104,11,0,0.6875,"(11,3)","self"
"72751","S2425",2000,3,150,4,0,0,4,0.572856593617839,11,0,0.6875,"(11,3)","self"
"72781","S2426",2000,3,150,3,0,0,3,0.554017685505575,11,0,0.6875,"(11,3)","self"
"72811","S2427",2000,3,150,2,0,0,2,0.538638985005767,11,0,0.6875,"(11,3)","self"
"72841","S2428",2000,3,150,0,0,0,0,0.579392541330258,11,0,0.6875,"(11,3)","self"
"72871","S2429",2000,3,150,1,0,0,1,0.591311034217609,11,0,0.6875,"(11,3)","self"
"72901","S2430",2000,3,150,2,0,0,2,0.557862360630527,11,0,0.6875,"(11,3)","self"
"72931","S2431",2000,3,150,1,0,0,1,0.58323721645521,11,0,0.6875,"(11,3)","self"
