"","sim_num","time","rs","no","n_alive","n_kind","n_realist","n_selfish","vital.space","nf","Rep","fbs","fbsChar","init"
"4635","S1545",2000,3,30,14,14,0,0,0.853902345251826,11,0,0.6875,"(11,3)","kind"
"4638","S1546",2000,3,30,8,8,0,0,0.828527489427143,11,0,0.6875,"(11,3)","kind"
"4641","S1547",2000,3,30,6,6,0,0,0.833141099577086,11,0,0.6875,"(11,3)","kind"
"4644","S1548",2000,3,30,10,10,0,0,0.841983852364475,11,0,0.6875,"(11,3)","kind"
"4647","S1549",2000,3,30,11,11,0,0,0.836985774702038,11,0,0.6875,"(11,3)","kind"
"4650","S1550",2000,3,30,10,10,0,0,0.847366397539408,11,0,0.6875,"(11,3)","kind"
"4653","S1551",2000,3,30,7,7,0,0,0.84236831987697,11,0,0.6875,"(11,3)","kind"
"4656","S1552",2000,3,30,10,10,0,0,0.846212995001922,11,0,0.6875,"(11,3)","kind"
"4659","S1553",2000,3,30,12,12,0,0,0.844290657439446,11,0,0.6875,"(11,3)","kind"
"4662","S1554",2000,3,30,10,10,0,0,0.834294502114571,11,0,0.6875,"(11,3)","kind"
"4665","S1555",2000,3,30,10,10,0,0,0.842752787389466,11,0,0.6875,"(11,3)","kind"
"4668","S1556",2000,3,30,11,11,0,0,0.851595540176855,11,0,0.6875,"(11,3)","kind"
"4671","S1557",2000,3,30,10,10,0,0,0.842752787389466,11,0,0.6875,"(11,3)","kind"
"4674","S1558",2000,3,30,9,9,0,0,0.841983852364475,11,0,0.6875,"(11,3)","kind"
"4677","S1559",2000,3,30,5,5,0,0,0.834678969627067,11,0,0.6875,"(11,3)","kind"
"4680","S1560",2000,3,30,9,9,0,0,0.847366397539408,11,0,0.6875,"(11,3)","kind"
"4683","S1561",2000,3,30,12,12,0,0,0.827374086889658,11,0,0.6875,"(11,3)","kind"
"4686","S1562",2000,3,30,9,9,0,0,0.858900422914264,11,0,0.6875,"(11,3)","kind"
"4689","S1563",2000,3,30,6,6,0,0,0.822760476739716,11,0,0.6875,"(11,3)","kind"
"4692","S1564",2000,3,30,6,6,0,0,0.828911956939639,11,0,0.6875,"(11,3)","kind"
"4695","S1565",2000,3,30,8,8,0,0,0.83121876201461,11,0,0.6875,"(11,3)","kind"
"4698","S1566",2000,3,30,3,3,0,0,0.849673202614379,11,0,0.6875,"(11,3)","kind"
"4701","S1567",2000,3,30,9,9,0,0,0.836601307189543,11,0,0.6875,"(11,3)","kind"
"4704","S1568",2000,3,30,9,9,0,0,0.819300269127259,11,0,0.6875,"(11,3)","kind"
"4707","S1569",2000,3,30,12,12,0,0,0.836216839677047,11,0,0.6875,"(11,3)","kind"
"4710","S1570",2000,3,30,8,8,0,0,0.836601307189543,11,0,0.6875,"(11,3)","kind"
"4713","S1571",2000,3,30,7,7,0,0,0.842752787389466,11,0,0.6875,"(11,3)","kind"
"4716","S1572",2000,3,30,7,7,0,0,0.837754709727028,11,0,0.6875,"(11,3)","kind"
"4719","S1573",2000,3,30,10,10,0,0,0.836601307189543,11,0,0.6875,"(11,3)","kind"
"4722","S1574",2000,3,30,11,11,0,0,0.835447904652057,11,0,0.6875,"(11,3)","kind"
"4725","S1575",2000,3,30,9,9,0,0,0.854286812764321,11,0,0.6875,"(11,3)","kind"
"4728","S1576",2000,3,30,9,9,0,0,0.84083044982699,11,0,0.6875,"(11,3)","kind"
"4731","S1577",2000,3,30,13,13,0,0,0.857362552864283,11,0,0.6875,"(11,3)","kind"
"4734","S1578",2000,3,30,6,6,0,0,0.855824682814302,11,0,0.6875,"(11,3)","kind"
"4737","S1579",2000,3,30,12,12,0,0,0.844290657439446,11,0,0.6875,"(11,3)","kind"
"4740","S1580",2000,3,30,7,7,0,0,0.840061514801999,11,0,0.6875,"(11,3)","kind"
"4743","S1581",2000,3,30,8,8,0,0,0.82160707420223,11,0,0.6875,"(11,3)","kind"
"4746","S1582",2000,3,30,11,11,0,0,0.845059592464437,11,0,0.6875,"(11,3)","kind"
"4749","S1583",2000,3,30,9,9,0,0,0.820069204152249,11,0,0.6875,"(11,3)","kind"
"4752","S1584",2000,3,30,7,7,0,0,0.838139177239523,11,0,0.6875,"(11,3)","kind"
"4755","S1585",2000,3,30,9,9,0,0,0.856209150326797,11,0,0.6875,"(11,3)","kind"
"4758","S1586",2000,3,30,11,11,0,0,0.851595540176855,11,0,0.6875,"(11,3)","kind"
"4761","S1587",2000,3,30,7,7,0,0,0.821991541714725,11,0,0.6875,"(11,3)","kind"
"4764","S1588",2000,3,30,8,8,0,0,0.850057670126874,11,0,0.6875,"(11,3)","kind"
"4767","S1589",2000,3,30,10,10,0,0,0.831603229527105,11,0,0.6875,"(11,3)","kind"
"4770","S1590",2000,3,30,9,9,0,0,0.843906189926951,11,0,0.6875,"(11,3)","kind"
"4773","S1591",2000,3,30,10,10,0,0,0.835832372164552,11,0,0.6875,"(11,3)","kind"
"4776","S1592",2000,3,30,10,10,0,0,0.838523644752018,11,0,0.6875,"(11,3)","kind"
"4779","S1593",2000,3,30,8,8,0,0,0.845059592464437,11,0,0.6875,"(11,3)","kind"
"4782","S1594",2000,3,30,6,6,0,0,0.82160707420223,11,0,0.6875,"(11,3)","kind"
"4785","S1595",2000,3,30,10,10,0,0,0.842752787389466,11,0,0.6875,"(11,3)","kind"
"4788","S1596",2000,3,30,12,12,0,0,0.826989619377163,11,0,0.6875,"(11,3)","kind"
"4791","S1597",2000,3,30,9,9,0,0,0.840061514801999,11,0,0.6875,"(11,3)","kind"
"4794","S1598",2000,3,30,12,12,0,0,0.828143021914648,11,0,0.6875,"(11,3)","kind"
"4797","S1599",2000,3,30,14,14,0,0,0.842752787389466,11,0,0.6875,"(11,3)","kind"
"4800","S1600",2000,3,30,13,13,0,0,0.861976163014225,11,0,0.6875,"(11,3)","kind"
"4803","S1601",2000,4,30,26,26,0,0,0.842752787389466,11,0,1.375,"(11,4)","kind"
"4806","S1602",2000,4,30,26,26,0,0,0.829680891964629,11,0,1.375,"(11,4)","kind"
"4809","S1603",2000,4,30,28,28,0,0,0.842752787389466,11,0,1.375,"(11,4)","kind"
"4812","S1604",2000,4,30,30,30,0,0,0.844290657439446,11,0,1.375,"(11,4)","kind"
"4815","S1605",2000,4,30,25,25,0,0,0.83275663206459,11,0,1.375,"(11,4)","kind"
"4818","S1606",2000,4,30,21,21,0,0,0.823529411764706,11,0,1.375,"(11,4)","kind"
"4821","S1607",2000,4,30,25,25,0,0,0.830449826989619,11,0,1.375,"(11,4)","kind"
"4824","S1608",2000,4,30,21,21,0,0,0.833525567089581,11,0,1.375,"(11,4)","kind"
"4827","S1609",2000,4,30,32,32,0,0,0.852748942714341,11,0,1.375,"(11,4)","kind"
"4830","S1610",2000,4,30,34,34,0,0,0.845444059976932,11,0,1.375,"(11,4)","kind"
"4833","S1611",2000,4,30,28,28,0,0,0.841214917339485,11,0,1.375,"(11,4)","kind"
"4836","S1612",2000,4,30,27,27,0,0,0.827374086889658,11,0,1.375,"(11,4)","kind"
"4839","S1613",2000,4,30,30,30,0,0,0.841983852364475,11,0,1.375,"(11,4)","kind"
"4842","S1614",2000,4,30,31,31,0,0,0.84083044982699,11,0,1.375,"(11,4)","kind"
"4845","S1615",2000,4,30,35,35,0,0,0.836601307189543,11,0,1.375,"(11,4)","kind"
"4848","S1616",2000,4,30,29,29,0,0,0.848135332564398,11,0,1.375,"(11,4)","kind"
"4851","S1617",2000,4,30,25,25,0,0,0.826605151864667,11,0,1.375,"(11,4)","kind"
"4854","S1618",2000,4,30,27,27,0,0,0.826989619377163,11,0,1.375,"(11,4)","kind"
"4857","S1619",2000,4,30,32,32,0,0,0.845828527489427,11,0,1.375,"(11,4)","kind"
"4860","S1620",2000,4,30,30,30,0,0,0.846212995001922,11,0,1.375,"(11,4)","kind"
"4863","S1621",2000,4,30,34,34,0,0,0.848135332564398,11,0,1.375,"(11,4)","kind"
"4866","S1622",2000,4,30,30,30,0,0,0.829296424452134,11,0,1.375,"(11,4)","kind"
"4869","S1623",2000,4,30,24,24,0,0,0.836985774702038,11,0,1.375,"(11,4)","kind"
"4872","S1624",2000,4,30,29,29,0,0,0.837754709727028,11,0,1.375,"(11,4)","kind"
"4875","S1625",2000,4,30,30,30,0,0,0.833141099577086,11,0,1.375,"(11,4)","kind"
"4878","S1626",2000,4,30,25,25,0,0,0.825836216839677,11,0,1.375,"(11,4)","kind"
"4881","S1627",2000,4,30,28,28,0,0,0.827374086889658,11,0,1.375,"(11,4)","kind"
"4884","S1628",2000,4,30,29,29,0,0,0.846212995001922,11,0,1.375,"(11,4)","kind"
"4887","S1629",2000,4,30,22,22,0,0,0.8319876970396,11,0,1.375,"(11,4)","kind"
"4890","S1630",2000,4,30,30,30,0,0,0.838523644752018,11,0,1.375,"(11,4)","kind"
"4893","S1631",2000,4,30,24,24,0,0,0.843137254901961,11,0,1.375,"(11,4)","kind"
"4896","S1632",2000,4,30,31,31,0,0,0.845828527489427,11,0,1.375,"(11,4)","kind"
"4899","S1633",2000,4,30,29,29,0,0,0.844290657439446,11,0,1.375,"(11,4)","kind"
"4902","S1634",2000,4,30,28,28,0,0,0.843521722414456,11,0,1.375,"(11,4)","kind"
"4905","S1635",2000,4,30,26,26,0,0,0.834678969627067,11,0,1.375,"(11,4)","kind"
"4908","S1636",2000,4,30,32,32,0,0,0.863898500576701,11,0,1.375,"(11,4)","kind"
"4911","S1637",2000,4,30,27,27,0,0,0.840061514801999,11,0,1.375,"(11,4)","kind"
"4914","S1638",2000,4,30,26,26,0,0,0.847366397539408,11,0,1.375,"(11,4)","kind"
"4917","S1639",2000,4,30,19,19,0,0,0.830834294502115,11,0,1.375,"(11,4)","kind"
"4920","S1640",2000,4,30,28,28,0,0,0.832372164552095,11,0,1.375,"(11,4)","kind"
"4923","S1641",2000,4,30,20,20,0,0,0.833525567089581,11,0,1.375,"(11,4)","kind"
"4926","S1642",2000,4,30,36,36,0,0,0.85121107266436,11,0,1.375,"(11,4)","kind"
"4929","S1643",2000,4,30,26,26,0,0,0.826605151864667,11,0,1.375,"(11,4)","kind"
"4932","S1644",2000,4,30,26,26,0,0,0.833910034602076,11,0,1.375,"(11,4)","kind"
"4935","S1645",2000,4,30,29,29,0,0,0.82160707420223,11,0,1.375,"(11,4)","kind"
"4938","S1646",2000,4,30,27,27,0,0,0.857362552864283,11,0,1.375,"(11,4)","kind"
"4941","S1647",2000,4,30,30,30,0,0,0.847750865051903,11,0,1.375,"(11,4)","kind"
"4944","S1648",2000,4,30,27,27,0,0,0.838523644752018,11,0,1.375,"(11,4)","kind"
"4947","S1649",2000,4,30,31,31,0,0,0.833141099577086,11,0,1.375,"(11,4)","kind"
"4950","S1650",2000,4,30,29,29,0,0,0.838908112264514,11,0,1.375,"(11,4)","kind"
"4953","S1651",2000,4,30,31,31,0,0,0.835063437139562,11,0,1.375,"(11,4)","kind"
"4956","S1652",2000,4,30,25,25,0,0,0.855055747789312,11,0,1.375,"(11,4)","kind"
"4959","S1653",2000,4,30,21,21,0,0,0.829680891964629,11,0,1.375,"(11,4)","kind"
"4962","S1654",2000,4,30,30,30,0,0,0.833525567089581,11,0,1.375,"(11,4)","kind"
"4965","S1655",2000,4,30,27,27,0,0,0.829680891964629,11,0,1.375,"(11,4)","kind"
"4968","S1656",2000,4,30,31,31,0,0,0.826989619377163,11,0,1.375,"(11,4)","kind"
"4971","S1657",2000,4,30,30,30,0,0,0.850826605151865,11,0,1.375,"(11,4)","kind"
"4974","S1658",2000,4,30,29,29,0,0,0.835447904652057,11,0,1.375,"(11,4)","kind"
"4977","S1659",2000,4,30,31,31,0,0,0.828527489427143,11,0,1.375,"(11,4)","kind"
"4980","S1660",2000,4,30,28,28,0,0,0.84236831987697,11,0,1.375,"(11,4)","kind"
"4983","S1661",2000,4,30,20,20,0,0,0.824682814302191,11,0,1.375,"(11,4)","kind"
"4986","S1662",2000,4,30,22,22,0,0,0.841983852364475,11,0,1.375,"(11,4)","kind"
"4989","S1663",2000,4,30,16,16,0,0,0.83275663206459,11,0,1.375,"(11,4)","kind"
"4992","S1664",2000,4,30,23,23,0,0,0.855055747789312,11,0,1.375,"(11,4)","kind"
"4995","S1665",2000,4,30,35,35,0,0,0.83275663206459,11,0,1.375,"(11,4)","kind"
"4998","S1666",2000,4,30,31,31,0,0,0.847750865051903,11,0,1.375,"(11,4)","kind"
"5001","S1667",2000,4,30,25,25,0,0,0.843137254901961,11,0,1.375,"(11,4)","kind"
"5004","S1668",2000,4,30,22,22,0,0,0.814302191464821,11,0,1.375,"(11,4)","kind"
"5007","S1669",2000,4,30,26,26,0,0,0.833141099577086,11,0,1.375,"(11,4)","kind"
"5010","S1670",2000,4,30,29,29,0,0,0.841214917339485,11,0,1.375,"(11,4)","kind"
"5013","S1671",2000,4,30,32,32,0,0,0.852748942714341,11,0,1.375,"(11,4)","kind"
"5016","S1672",2000,4,30,26,26,0,0,0.848135332564398,11,0,1.375,"(11,4)","kind"
"5019","S1673",2000,4,30,33,33,0,0,0.853517877739331,11,0,1.375,"(11,4)","kind"
"5022","S1674",2000,4,30,29,29,0,0,0.860438292964245,11,0,1.375,"(11,4)","kind"
"5025","S1675",2000,4,30,31,31,0,0,0.849288735101884,11,0,1.375,"(11,4)","kind"
"5028","S1676",2000,4,30,20,20,0,0,0.850826605151865,11,0,1.375,"(11,4)","kind"
"5031","S1677",2000,4,30,28,28,0,0,0.821991541714725,11,0,1.375,"(11,4)","kind"
"5034","S1678",2000,4,30,24,24,0,0,0.846597462514418,11,0,1.375,"(11,4)","kind"
"5037","S1679",2000,4,30,28,28,0,0,0.830834294502115,11,0,1.375,"(11,4)","kind"
"5040","S1680",2000,4,30,24,24,0,0,0.830065359477124,11,0,1.375,"(11,4)","kind"
"5043","S1681",2000,4,30,27,27,0,0,0.835447904652057,11,0,1.375,"(11,4)","kind"
"5046","S1682",2000,4,30,34,34,0,0,0.846597462514418,11,0,1.375,"(11,4)","kind"
"5049","S1683",2000,4,30,22,22,0,0,0.835063437139562,11,0,1.375,"(11,4)","kind"
"5052","S1684",2000,4,30,29,29,0,0,0.85198000768935,11,0,1.375,"(11,4)","kind"
"5055","S1685",2000,4,30,20,20,0,0,0.822760476739716,11,0,1.375,"(11,4)","kind"
"5058","S1686",2000,4,30,32,32,0,0,0.850442137639369,11,0,1.375,"(11,4)","kind"
"5061","S1687",2000,4,30,27,27,0,0,0.825836216839677,11,0,1.375,"(11,4)","kind"
"5064","S1688",2000,4,30,34,34,0,0,0.833525567089581,11,0,1.375,"(11,4)","kind"
"5067","S1689",2000,4,30,26,26,0,0,0.837370242214533,11,0,1.375,"(11,4)","kind"
"5070","S1690",2000,4,30,17,17,0,0,0.829680891964629,11,0,1.375,"(11,4)","kind"
"5073","S1691",2000,4,30,25,25,0,0,0.835447904652057,11,0,1.375,"(11,4)","kind"
"5076","S1692",2000,4,30,25,25,0,0,0.838139177239523,11,0,1.375,"(11,4)","kind"
"5079","S1693",2000,4,30,24,24,0,0,0.840445982314494,11,0,1.375,"(11,4)","kind"
"5082","S1694",2000,4,30,33,33,0,0,0.83275663206459,11,0,1.375,"(11,4)","kind"
"5085","S1695",2000,4,30,28,28,0,0,0.844675124951942,11,0,1.375,"(11,4)","kind"
"5088","S1696",2000,4,30,25,25,0,0,0.83121876201461,11,0,1.375,"(11,4)","kind"
"5091","S1697",2000,4,30,25,25,0,0,0.833910034602076,11,0,1.375,"(11,4)","kind"
"5094","S1698",2000,4,30,22,22,0,0,0.837370242214533,11,0,1.375,"(11,4)","kind"
"5097","S1699",2000,4,30,28,28,0,0,0.839292579777009,11,0,1.375,"(11,4)","kind"
"5100","S1700",2000,4,30,27,27,0,0,0.846981930026913,11,0,1.375,"(11,4)","kind"
"5103","S1701",2000,5,30,56,56,0,0,0.813148788927336,11,0,2.75,"(11,5)","kind"
"5106","S1702",2000,5,30,59,59,0,0,0.836985774702038,11,0,2.75,"(11,5)","kind"
"5109","S1703",2000,5,30,64,64,0,0,0.848519800076894,11,0,2.75,"(11,5)","kind"
"5112","S1704",2000,5,30,60,60,0,0,0.85198000768935,11,0,2.75,"(11,5)","kind"
"5115","S1705",2000,5,30,56,56,0,0,0.839292579777009,11,0,2.75,"(11,5)","kind"
"5118","S1706",2000,5,30,62,62,0,0,0.828527489427143,11,0,2.75,"(11,5)","kind"
"5121","S1707",2000,5,30,54,54,0,0,0.828911956939639,11,0,2.75,"(11,5)","kind"
"5124","S1708",2000,5,30,67,67,0,0,0.821991541714725,11,0,2.75,"(11,5)","kind"
"5127","S1709",2000,5,30,62,62,0,0,0.821222606689735,11,0,2.75,"(11,5)","kind"
"5130","S1710",2000,5,30,63,63,0,0,0.848519800076894,11,0,2.75,"(11,5)","kind"
"5133","S1711",2000,5,30,62,62,0,0,0.840445982314494,11,0,2.75,"(11,5)","kind"
"5136","S1712",2000,5,30,58,58,0,0,0.830065359477124,11,0,2.75,"(11,5)","kind"
"5139","S1713",2000,5,30,63,63,0,0,0.830449826989619,11,0,2.75,"(11,5)","kind"
"5142","S1714",2000,5,30,62,62,0,0,0.828143021914648,11,0,2.75,"(11,5)","kind"
"5145","S1715",2000,5,30,70,70,0,0,0.835832372164552,11,0,2.75,"(11,5)","kind"
"5148","S1716",2000,5,30,49,49,0,0,0.830449826989619,11,0,2.75,"(11,5)","kind"
"5151","S1717",2000,5,30,65,65,0,0,0.826989619377163,11,0,2.75,"(11,5)","kind"
"5154","S1718",2000,5,30,62,62,0,0,0.839677047289504,11,0,2.75,"(11,5)","kind"
"5157","S1719",2000,5,30,54,54,0,0,0.835447904652057,11,0,2.75,"(11,5)","kind"
"5160","S1720",2000,5,30,62,62,0,0,0.821991541714725,11,0,2.75,"(11,5)","kind"
"5163","S1721",2000,5,30,64,64,0,0,0.83275663206459,11,0,2.75,"(11,5)","kind"
"5166","S1722",2000,5,30,67,67,0,0,0.853902345251826,11,0,2.75,"(11,5)","kind"
"5169","S1723",2000,5,30,75,75,0,0,0.834294502114571,11,0,2.75,"(11,5)","kind"
"5172","S1724",2000,5,30,60,60,0,0,0.846212995001922,11,0,2.75,"(11,5)","kind"
"5175","S1725",2000,5,30,64,64,0,0,0.836985774702038,11,0,2.75,"(11,5)","kind"
"5178","S1726",2000,5,30,64,64,0,0,0.84236831987697,11,0,2.75,"(11,5)","kind"
"5181","S1727",2000,5,30,71,71,0,0,0.84236831987697,11,0,2.75,"(11,5)","kind"
"5184","S1728",2000,5,30,62,62,0,0,0.84083044982699,11,0,2.75,"(11,5)","kind"
"5187","S1729",2000,5,30,67,67,0,0,0.841214917339485,11,0,2.75,"(11,5)","kind"
"5190","S1730",2000,5,30,63,63,0,0,0.825067281814687,11,0,2.75,"(11,5)","kind"
"5193","S1731",2000,5,30,67,67,0,0,0.843906189926951,11,0,2.75,"(11,5)","kind"
"5196","S1732",2000,5,30,64,64,0,0,0.843521722414456,11,0,2.75,"(11,5)","kind"
"5199","S1733",2000,5,30,53,53,0,0,0.825067281814687,11,0,2.75,"(11,5)","kind"
"5202","S1734",2000,5,30,68,68,0,0,0.847750865051903,11,0,2.75,"(11,5)","kind"
"5205","S1735",2000,5,30,69,69,0,0,0.827758554402153,11,0,2.75,"(11,5)","kind"
"5208","S1736",2000,5,30,57,57,0,0,0.843137254901961,11,0,2.75,"(11,5)","kind"
"5211","S1737",2000,5,30,68,68,0,0,0.875048058439062,11,0,2.75,"(11,5)","kind"
"5214","S1738",2000,5,30,60,60,0,0,0.837754709727028,11,0,2.75,"(11,5)","kind"
"5217","S1739",2000,5,30,58,58,0,0,0.843906189926951,11,0,2.75,"(11,5)","kind"
"5220","S1740",2000,5,30,56,56,0,0,0.847366397539408,11,0,2.75,"(11,5)","kind"
"5223","S1741",2000,5,30,61,61,0,0,0.846597462514418,11,0,2.75,"(11,5)","kind"
"5226","S1742",2000,5,30,69,69,0,0,0.834678969627067,11,0,2.75,"(11,5)","kind"
"5229","S1743",2000,5,30,58,58,0,0,0.823529411764706,11,0,2.75,"(11,5)","kind"
"5232","S1744",2000,5,30,62,62,0,0,0.838523644752018,11,0,2.75,"(11,5)","kind"
"5235","S1745",2000,5,30,59,59,0,0,0.836601307189543,11,0,2.75,"(11,5)","kind"
"5238","S1746",2000,5,30,64,64,0,0,0.848904267589389,11,0,2.75,"(11,5)","kind"
"5241","S1747",2000,5,30,60,60,0,0,0.846981930026913,11,0,2.75,"(11,5)","kind"
"5244","S1748",2000,5,30,61,61,0,0,0.838523644752018,11,0,2.75,"(11,5)","kind"
"5247","S1749",2000,5,30,65,65,0,0,0.844290657439446,11,0,2.75,"(11,5)","kind"
"5250","S1750",2000,5,30,64,64,0,0,0.830834294502115,11,0,2.75,"(11,5)","kind"
"5253","S1751",2000,5,30,63,63,0,0,0.833141099577086,11,0,2.75,"(11,5)","kind"
"5256","S1752",2000,5,30,61,61,0,0,0.837754709727028,11,0,2.75,"(11,5)","kind"
"5259","S1753",2000,5,30,69,69,0,0,0.831603229527105,11,0,2.75,"(11,5)","kind"
"5262","S1754",2000,5,30,67,67,0,0,0.842752787389466,11,0,2.75,"(11,5)","kind"
"5265","S1755",2000,5,30,61,61,0,0,0.843137254901961,11,0,2.75,"(11,5)","kind"
"5268","S1756",2000,5,30,57,57,0,0,0.833910034602076,11,0,2.75,"(11,5)","kind"
"5271","S1757",2000,5,30,60,60,0,0,0.839292579777009,11,0,2.75,"(11,5)","kind"
"5274","S1758",2000,5,30,57,57,0,0,0.836985774702038,11,0,2.75,"(11,5)","kind"
"5277","S1759",2000,5,30,67,67,0,0,0.847366397539408,11,0,2.75,"(11,5)","kind"
"5280","S1760",2000,5,30,65,65,0,0,0.83275663206459,11,0,2.75,"(11,5)","kind"
"5283","S1761",2000,5,30,62,62,0,0,0.834678969627067,11,0,2.75,"(11,5)","kind"
"5286","S1762",2000,5,30,66,66,0,0,0.835063437139562,11,0,2.75,"(11,5)","kind"
"5289","S1763",2000,5,30,65,65,0,0,0.853902345251826,11,0,2.75,"(11,5)","kind"
"5292","S1764",2000,5,30,60,60,0,0,0.837754709727028,11,0,2.75,"(11,5)","kind"
"5295","S1765",2000,5,30,55,55,0,0,0.832372164552095,11,0,2.75,"(11,5)","kind"
"5298","S1766",2000,5,30,64,64,0,0,0.845828527489427,11,0,2.75,"(11,5)","kind"
"5301","S1767",2000,5,30,62,62,0,0,0.830065359477124,11,0,2.75,"(11,5)","kind"
"5304","S1768",2000,5,30,67,67,0,0,0.848519800076894,11,0,2.75,"(11,5)","kind"
"5307","S1769",2000,5,30,61,61,0,0,0.828527489427143,11,0,2.75,"(11,5)","kind"
"5310","S1770",2000,5,30,61,61,0,0,0.835063437139562,11,0,2.75,"(11,5)","kind"
"5313","S1771",2000,5,30,64,64,0,0,0.841214917339485,11,0,2.75,"(11,5)","kind"
"5316","S1772",2000,5,30,68,68,0,0,0.845828527489427,11,0,2.75,"(11,5)","kind"
"5319","S1773",2000,5,30,58,58,0,0,0.838139177239523,11,0,2.75,"(11,5)","kind"
"5322","S1774",2000,5,30,69,69,0,0,0.85121107266436,11,0,2.75,"(11,5)","kind"
"5325","S1775",2000,5,30,68,68,0,0,0.85121107266436,11,0,2.75,"(11,5)","kind"
"5328","S1776",2000,5,30,73,73,0,0,0.843906189926951,11,0,2.75,"(11,5)","kind"
"5331","S1777",2000,5,30,66,66,0,0,0.841214917339485,11,0,2.75,"(11,5)","kind"
"5334","S1778",2000,5,30,65,65,0,0,0.834678969627067,11,0,2.75,"(11,5)","kind"
"5337","S1779",2000,5,30,64,64,0,0,0.85121107266436,11,0,2.75,"(11,5)","kind"
"5340","S1780",2000,5,30,53,53,0,0,0.833525567089581,11,0,2.75,"(11,5)","kind"
"5343","S1781",2000,5,30,56,56,0,0,0.830834294502115,11,0,2.75,"(11,5)","kind"
"5346","S1782",2000,5,30,61,61,0,0,0.835832372164552,11,0,2.75,"(11,5)","kind"
"5349","S1783",2000,5,30,68,68,0,0,0.846981930026913,11,0,2.75,"(11,5)","kind"
"5352","S1784",2000,5,30,56,56,0,0,0.845059592464437,11,0,2.75,"(11,5)","kind"
"5355","S1785",2000,5,30,59,59,0,0,0.820069204152249,11,0,2.75,"(11,5)","kind"
"5358","S1786",2000,5,30,60,60,0,0,0.846597462514418,11,0,2.75,"(11,5)","kind"
"5361","S1787",2000,5,30,63,63,0,0,0.838139177239523,11,0,2.75,"(11,5)","kind"
"5364","S1788",2000,5,30,62,62,0,0,0.833141099577086,11,0,2.75,"(11,5)","kind"
"5367","S1789",2000,5,30,60,60,0,0,0.843137254901961,11,0,2.75,"(11,5)","kind"
"5370","S1790",2000,5,30,64,64,0,0,0.857747020376778,11,0,2.75,"(11,5)","kind"
"5373","S1791",2000,5,30,65,65,0,0,0.830834294502115,11,0,2.75,"(11,5)","kind"
"5376","S1792",2000,5,30,71,71,0,0,0.856209150326797,11,0,2.75,"(11,5)","kind"
"5379","S1793",2000,5,30,58,58,0,0,0.827758554402153,11,0,2.75,"(11,5)","kind"
"5382","S1794",2000,5,30,66,66,0,0,0.850057670126874,11,0,2.75,"(11,5)","kind"
"5385","S1795",2000,5,30,66,66,0,0,0.833141099577086,11,0,2.75,"(11,5)","kind"
"5388","S1796",2000,5,30,70,70,0,0,0.841214917339485,11,0,2.75,"(11,5)","kind"
"5391","S1797",2000,5,30,68,68,0,0,0.837370242214533,11,0,2.75,"(11,5)","kind"
"5394","S1798",2000,5,30,67,67,0,0,0.849673202614379,11,0,2.75,"(11,5)","kind"
"5397","S1799",2000,5,30,56,56,0,0,0.839677047289504,11,0,2.75,"(11,5)","kind"
"5400","S1800",2000,5,30,58,58,0,0,0.839677047289504,11,0,2.75,"(11,5)","kind"
"5403","S1801",2000,3,10,22,22,0,0,0.89042675893887,17,0,1.0625,"(17,3)","kind"
"5406","S1802",2000,3,10,14,14,0,0,0.884659746251442,17,0,1.0625,"(17,3)","kind"
"5409","S1803",2000,3,10,25,25,0,0,0.893118031526336,17,0,1.0625,"(17,3)","kind"
"5412","S1804",2000,3,10,25,25,0,0,0.885813148788927,17,0,1.0625,"(17,3)","kind"
"5415","S1805",2000,3,10,24,24,0,0,0.894655901576317,17,0,1.0625,"(17,3)","kind"
"5418","S1806",2000,3,10,26,26,0,0,0.90003844675125,17,0,1.0625,"(17,3)","kind"
"5421","S1807",2000,3,10,22,22,0,0,0.893118031526336,17,0,1.0625,"(17,3)","kind"
"5424","S1808",2000,3,10,22,22,0,0,0.896578239138793,17,0,1.0625,"(17,3)","kind"
"5427","S1809",2000,3,10,29,29,0,0,0.904652056901192,17,0,1.0625,"(17,3)","kind"
"5430","S1810",2000,3,10,24,24,0,0,0.903114186851211,17,0,1.0625,"(17,3)","kind"
"5433","S1811",2000,3,10,22,22,0,0,0.895424836601307,17,0,1.0625,"(17,3)","kind"
"5436","S1812",2000,3,10,30,30,0,0,0.893118031526336,17,0,1.0625,"(17,3)","kind"
"5439","S1813",2000,3,10,21,21,0,0,0.89119569396386,17,0,1.0625,"(17,3)","kind"
"5442","S1814",2000,3,10,28,28,0,0,0.90157631680123,17,0,1.0625,"(17,3)","kind"
"5445","S1815",2000,3,10,23,23,0,0,0.909650134563629,17,0,1.0625,"(17,3)","kind"
"5448","S1816",2000,3,10,23,23,0,0,0.893502499038831,17,0,1.0625,"(17,3)","kind"
"5451","S1817",2000,3,10,22,22,0,0,0.905805459438677,17,0,1.0625,"(17,3)","kind"
"5454","S1818",2000,3,10,11,11,0,0,0.893502499038831,17,0,1.0625,"(17,3)","kind"
"5457","S1819",2000,3,10,27,27,0,0,0.890811226451365,17,0,1.0625,"(17,3)","kind"
"5460","S1820",2000,3,10,21,21,0,0,0.896193771626298,17,0,1.0625,"(17,3)","kind"
"5463","S1821",2000,3,10,20,20,0,0,0.884659746251442,17,0,1.0625,"(17,3)","kind"
