0
--------------------------------------------------------
The world settings      : 
Torus world             : No
Num Agents              : 100
Num Obstacles           : 10
Percent of free space   : 0
--------------------------------------------------------
The adaptive & perceptive settings: 
agent-coop     : yes
Adapt to obstacle       : yes
Attention distance      : 9
Attention angle         : 120
Attention resolution    : 9
Head tolerance          : 45
--------------------------------------------------------
The energy settings     : 
Energy maximum of agent : 200
Number of initial fruits: 4
Fruit sharing           : 5
Fruit's generating speed: 3
--------------------------------------------------------
Agents Behaviour Settings : 
Agents Initial behavior :selfish
Memory       : yes
--------------------------------------------------------
sim_num 	 time 	 rs 	 no 	 n_alive 	 n_kind 	 n_realist 	 n_selfish 	 vital-space 	 nf 	 Rep
S447	0	4	20	100	0	0	100	0.8838908112264514	5	0
S447	1000	4	20	19	0	0	19	0.8838908112264514	5	0
S447	2000	4	20	13	0	0	13	0.8838908112264514	5	0
S448	0	4	20	100	0	0	100	0.8673587081891581	5	0
S448	1000	4	20	16	0	0	16	0.8673587081891581	5	0
S448	2000	4	20	11	0	0	11	0.8673587081891581	5	0
S449	0	4	20	100	0	0	100	0.8785082660515187	5	0
S449	1000	4	20	18	0	0	18	0.8785082660515187	5	0
S449	2000	4	20	16	0	0	16	0.8785082660515187	5	0
S450	0	4	20	100	0	0	100	0.8673587081891581	5	0
S450	1000	4	20	18	0	0	18	0.8673587081891581	5	0
S450	2000	4	20	10	0	0	10	0.8673587081891581	5	0
S451	0	4	20	100	0	0	100	0.8719723183391004	5	0
S451	1000	4	20	16	0	0	16	0.8719723183391004	5	0
S451	2000	4	20	14	0	0	14	0.8719723183391004	5	0
S452	0	4	20	100	0	0	100	0.8500576701268743	5	0
S452	1000	4	20	21	0	0	21	0.8500576701268743	5	0
S452	2000	4	20	13	0	0	13	0.8500576701268743	5	0
S453	0	4	20	100	0	0	100	0.8685121107266436	5	0
S453	1000	4	20	20	0	0	20	0.8685121107266436	5	0
S453	2000	4	20	8	0	0	8	0.8685121107266436	5	0
S454	0	4	20	100	0	0	100	0.8589004229142637	5	0
S454	1000	4	20	21	0	0	21	0.8589004229142637	5	0
S454	2000	4	20	14	0	0	14	0.8589004229142637	5	0
S455	0	4	20	100	0	0	100	0.8758169934640523	5	0
S455	1000	4	20	23	0	0	23	0.8758169934640523	5	0
S455	2000	4	20	20	0	0	20	0.8758169934640523	5	0
S456	0	4	20	100	0	0	100	0.8673587081891581	5	0
S456	1000	4	20	21	0	0	21	0.8673587081891581	5	0
S456	2000	4	20	10	0	0	10	0.8673587081891581	5	0
S457	0	4	20	100	0	0	100	0.8869665513264129	5	0
S457	1000	4	20	20	0	0	20	0.8869665513264129	5	0
S457	2000	4	20	12	0	0	12	0.8869665513264129	5	0
S458	0	4	20	100	0	0	100	0.8489042675893888	5	0
S458	1000	4	20	14	0	0	14	0.8489042675893888	5	0
S458	2000	4	20	8	0	0	8	0.8489042675893888	5	0
S459	0	4	20	100	0	0	100	0.8646674356016917	5	0
S459	1000	4	20	20	0	0	20	0.8646674356016917	5	0
S459	2000	4	20	9	0	0	9	0.8646674356016917	5	0
S460	0	4	20	100	0	0	100	0.8673587081891581	5	0
S460	1000	4	20	16	0	0	16	0.8673587081891581	5	0
S460	2000	4	20	11	0	0	11	0.8673587081891581	5	0
S461	0	4	20	100	0	0	100	0.8731257208765859	5	0
S461	1000	4	20	20	0	0	20	0.8731257208765859	5	0
S461	2000	4	20	16	0	0	16	0.8731257208765859	5	0
S462	0	4	20	100	0	0	100	0.8565936178392926	5	0
S462	1000	4	20	17	0	0	17	0.8565936178392926	5	0
S462	2000	4	20	13	0	0	13	0.8565936178392926	5	0
S463	0	4	20	100	0	0	100	0.8685121107266436	5	0
S463	1000	4	20	22	0	0	22	0.8685121107266436	5	0
S463	2000	4	20	17	0	0	17	0.8685121107266436	5	0
S464	0	4	20	100	0	0	100	0.8662053056516724	5	0
S464	1000	4	20	21	0	0	21	0.8662053056516724	5	0
S464	2000	4	20	14	0	0	14	0.8662053056516724	5	0
S465	0	4	20	100	0	0	100	0.8619761630142253	5	0
S465	1000	4	20	15	0	0	15	0.8619761630142253	5	0
S465	2000	4	20	8	0	0	8	0.8619761630142253	5	0
S466	0	4	20	100	0	0	100	0.8642829680891965	5	0
S466	1000	4	20	20	0	0	20	0.8642829680891965	5	0
S466	2000	4	20	15	0	0	15	0.8642829680891965	5	0
S467	0	4	20	100	0	0	100	0.8677431757016532	5	0
S467	1000	4	20	17	0	0	17	0.8677431757016532	5	0
S467	2000	4	20	12	0	0	12	0.8677431757016532	5	0
S468	0	4	20	100	0	0	100	0.8585159554017685	5	0
S468	1000	4	20	18	0	0	18	0.8585159554017685	5	0
S468	2000	4	20	8	0	0	8	0.8585159554017685	5	0
S469	0	4	20	100	0	0	100	0.8592848904267589	5	0
S469	1000	4	20	22	0	0	22	0.8592848904267589	5	0
S469	2000	4	20	13	0	0	13	0.8592848904267589	5	0
S470	0	4	20	100	0	0	100	0.8673587081891581	5	0
S470	1000	4	20	19	0	0	19	0.8673587081891581	5	0
S470	2000	4	20	17	0	0	17	0.8673587081891581	5	0
S471	0	4	20	100	0	0	100	0.8650519031141869	5	0
S471	1000	4	20	19	0	0	19	0.8650519031141869	5	0
S471	2000	4	20	16	0	0	16	0.8650519031141869	5	0
S472	0	4	20	100	0	0	100	0.8577470203767782	5	0
S472	1000	4	20	19	0	0	19	0.8577470203767782	5	0
S472	2000	4	20	13	0	0	13	0.8577470203767782	5	0
S473	0	4	20	100	0	0	100	0.8727412533640907	5	0
S473	1000	4	20	24	0	0	24	0.8727412533640907	5	0
S473	2000	4	20	20	0	0	20	0.8727412533640907	5	0
S474	0	4	20	100	0	0	100	0.877354863514033	5	0
S474	1000	4	20	18	0	0	18	0.877354863514033	5	0
S474	2000	4	20	17	0	0	17	0.877354863514033	5	0
S475	0	4	20	100	0	0	100	0.8669742406766628	5	0
S475	1000	4	20	19	0	0	19	0.8669742406766628	5	0
S475	2000	4	20	10	0	0	10	0.8669742406766628	5	0
S476	0	4	20	100	0	0	100	0.863514033064206	5	0
S476	1000	4	20	21	0	0	21	0.863514033064206	5	0
S476	2000	4	20	15	0	0	15	0.863514033064206	5	0
S477	0	4	20	100	0	0	100	0.8665897731641676	5	0
S477	1000	4	20	20	0	0	20	0.8665897731641676	5	0
S477	2000	4	20	10	0	0	10	0.8665897731641676	5	0
S478	0	4	20	100	0	0	100	0.8527489427143407	5	0
S478	1000	4	20	19	0	0	19	0.8527489427143407	5	0
S478	2000	4	20	16	0	0	16	0.8527489427143407	5	0
S479	0	4	20	100	0	0	100	0.8596693579392541	5	0
S479	1000	4	20	19	0	0	19	0.8596693579392541	5	0
S479	2000	4	20	13	0	0	13	0.8596693579392541	5	0
S480	0	4	20	100	0	0	100	0.8777393310265282	5	0
S480	1000	4	20	18	0	0	18	0.8777393310265282	5	0
S480	2000	4	20	14	0	0	14	0.8777393310265282	5	0
S481	0	4	20	100	0	0	100	0.8708189158016147	5	0
S481	1000	4	20	22	0	0	22	0.8708189158016147	5	0
S481	2000	4	20	12	0	0	12	0.8708189158016147	5	0
S482	0	4	20	100	0	0	100	0.8738946559015763	5	0
S482	1000	4	20	22	0	0	22	0.8738946559015763	5	0
S482	2000	4	20	20	0	0	20	0.8738946559015763	5	0
S483	0	4	20	100	0	0	100	0.8850442137639369	5	0
S483	1000	4	20	18	0	0	18	0.8850442137639369	5	0
S483	2000	4	20	10	0	0	10	0.8850442137639369	5	0
S484	0	4	20	100	0	0	100	0.8627450980392157	5	0
S484	1000	4	20	23	0	0	23	0.8627450980392157	5	0
S484	2000	4	20	17	0	0	17	0.8627450980392157	5	0
S485	0	4	20	100	0	0	100	0.855440215301807	5	0
S485	1000	4	20	17	0	0	17	0.855440215301807	5	0
S485	2000	4	20	15	0	0	15	0.855440215301807	5	0
S486	0	4	20	100	0	0	100	0.8638985005767013	5	0
S486	1000	4	20	26	0	0	26	0.8638985005767013	5	0
S486	2000	4	20	12	0	0	12	0.8638985005767013	5	0
S487	0	4	20	100	0	0	100	0.8723567858515956	5	0
S487	1000	4	20	17	0	0	17	0.8723567858515956	5	0
S487	2000	4	20	12	0	0	12	0.8723567858515956	5	0
S488	0	4	20	100	0	0	100	0.8539023452518262	5	0
S488	1000	4	20	19	0	0	19	0.8539023452518262	5	0
S488	2000	4	20	10	0	0	10	0.8539023452518262	5	0
S489	0	4	20	100	0	0	100	0.8662053056516724	5	0
S489	1000	4	20	19	0	0	19	0.8662053056516724	5	0
S489	2000	4	20	15	0	0	15	0.8662053056516724	5	0
S490	0	4	20	100	0	0	100	0.8612072279892349	5	0
S490	1000	4	20	19	0	0	19	0.8612072279892349	5	0
S490	2000	4	20	13	0	0	13	0.8612072279892349	5	0
S491	0	4	20	100	0	0	100	0.8604382929642446	5	0
S491	1000	4	20	19	0	0	19	0.8604382929642446	5	0
S491	2000	4	20	16	0	0	16	0.8604382929642446	5	0
S492	0	4	20	100	0	0	100	0.8646674356016917	5	0
S492	1000	4	20	22	0	0	22	0.8646674356016917	5	0
S492	2000	4	20	17	0	0	17	0.8646674356016917	5	0
S493	0	4	20	100	0	0	100	0.8688965782391388	5	0
S493	1000	4	20	22	0	0	22	0.8688965782391388	5	0
S493	2000	4	20	14	0	0	14	0.8688965782391388	5	0
S494	0	4	20	100	0	0	100	0.8673587081891581	5	0
S494	1000	4	20	15	0	0	15	0.8673587081891581	5	0
S494	2000	4	20	11	0	0	11	0.8673587081891581	5	0
S495	0	4	20	100	0	0	100	0.865436370626682	5	0
S495	1000	4	20	18	0	0	18	0.865436370626682	5	0
S495	2000	4	20	12	0	0	12	0.865436370626682	5	0
S496	0	4	20	100	0	0	100	0.869281045751634	5	0
S496	1000	4	20	20	0	0	20	0.869281045751634	5	0
S496	2000	4	20	16	0	0	16	0.869281045751634	5	0
S497	0	4	20	100	0	0	100	0.8665897731641676	5	0
S497	1000	4	20	20	0	0	20	0.8665897731641676	5	0
S497	2000	4	20	16	0	0	16	0.8665897731641676	5	0
S498	0	4	20	100	0	0	100	0.8765859284890427	5	0
S498	1000	4	20	15	0	0	15	0.8765859284890427	5	0
S498	2000	4	20	10	0	0	10	0.8765859284890427	5	0
S499	0	4	20	100	0	0	100	0.8623606305267205	5	0
S499	1000	4	20	22	0	0	22	0.8623606305267205	5	0
S499	2000	4	20	14	0	0	14	0.8623606305267205	5	0
S500	0	4	20	100	0	0	100	0.865436370626682	5	0
S500	1000	4	20	20	0	0	20	0.865436370626682	5	0
S500	2000	4	20	15	0	0	15	0.865436370626682	5	0
S501	0	5	20	100	0	0	100	0.8792772010765091	5	0
S501	1000	5	20	41	0	0	41	0.8792772010765091	5	0
S501	2000	5	20	33	0	0	33	0.8792772010765091	5	0
S502	0	5	20	100	0	0	100	0.8662053056516724	5	0
S502	1000	5	20	40	0	0	40	0.8662053056516724	5	0
S502	2000	5	20	31	0	0	31	0.8662053056516724	5	0
S503	0	5	20	100	0	0	100	0.8604382929642446	5	0
S503	1000	5	20	38	0	0	38	0.8604382929642446	5	0
S503	2000	5	20	29	0	0	29	0.8604382929642446	5	0
S504	0	5	20	100	0	0	100	0.869281045751634	5	0
S504	1000	5	20	36	0	0	36	0.869281045751634	5	0
S504	2000	5	20	32	0	0	32	0.869281045751634	5	0
S505	0	5	20	100	0	0	100	0.8738946559015763	5	0
S505	1000	5	20	39	0	0	39	0.8738946559015763	5	0
S505	2000	5	20	33	0	0	33	0.8738946559015763	5	0
S506	0	5	20	100	0	0	100	0.8662053056516724	5	0
S506	1000	5	20	38	0	0	38	0.8662053056516724	5	0
S506	2000	5	20	30	0	0	30	0.8662053056516724	5	0
S507	0	5	20	100	0	0	100	0.8600538254517494	5	0
S507	1000	5	20	35	0	0	35	0.8600538254517494	5	0
S507	2000	5	20	26	0	0	26	0.8600538254517494	5	0
S508	0	5	20	100	0	0	100	0.8715878508266052	5	0
S508	1000	5	20	41	0	0	41	0.8715878508266052	5	0
S508	2000	5	20	34	0	0	34	0.8715878508266052	5	0
S509	0	5	20	100	0	0	100	0.8577470203767782	5	0
S509	1000	5	20	39	0	0	39	0.8577470203767782	5	0
S509	2000	5	20	31	0	0	31	0.8577470203767782	5	0
S510	0	5	20	100	0	0	100	0.8742791234140715	5	0
S510	1000	5	20	44	0	0	44	0.8742791234140715	5	0
S510	2000	5	20	32	0	0	32	0.8742791234140715	5	0
S511	0	5	20	100	0	0	100	0.863514033064206	5	0
S511	1000	5	20	42	0	0	42	0.863514033064206	5	0
S511	2000	5	20	34	0	0	34	0.863514033064206	5	0
S512	0	5	20	100	0	0	100	0.8612072279892349	5	0
S512	1000	5	20	40	0	0	40	0.8612072279892349	5	0
S512	2000	5	20	31	0	0	31	0.8612072279892349	5	0
S513	0	5	20	100	0	0	100	0.8723567858515956	5	0
S513	1000	5	20	50	0	0	50	0.8723567858515956	5	0
S513	2000	5	20	35	0	0	35	0.8723567858515956	5	0
S514	0	5	20	100	0	0	100	0.8662053056516724	5	0
S514	1000	5	20	43	0	0	43	0.8662053056516724	5	0
S514	2000	5	20	35	0	0	35	0.8662053056516724	5	0
S515	0	5	20	100	0	0	100	0.869281045751634	5	0
S515	1000	5	20	46	0	0	46	0.869281045751634	5	0
S515	2000	5	20	37	0	0	37	0.869281045751634	5	0
S516	0	5	20	100	0	0	100	0.8658208381391772	5	0
S516	1000	5	20	42	0	0	42	0.8658208381391772	5	0
S516	2000	5	20	35	0	0	35	0.8658208381391772	5	0
S517	0	5	20	100	0	0	100	0.8569780853517878	5	0
S517	1000	5	20	40	0	0	40	0.8569780853517878	5	0
S517	2000	5	20	30	0	0	30	0.8569780853517878	5	0
S518	0	5	20	100	0	0	100	0.863514033064206	5	0
S518	1000	5	20	38	0	0	38	0.863514033064206	5	0
S518	2000	5	20	30	0	0	30	0.863514033064206	5	0
S519	0	5	20	100	0	0	100	0.8631295655517108	5	0
S519	1000	5	20	43	0	0	43	0.8631295655517108	5	0
S519	2000	5	20	38	0	0	38	0.8631295655517108	5	0
S520	0	5	20	100	0	0	100	0.8662053056516724	5	0
S520	1000	5	20	33	0	0	33	0.8662053056516724	5	0
S520	2000	5	20	27	0	0	27	0.8662053056516724	5	0
S521	0	5	20	100	0	0	100	0.8631295655517108	5	0
S521	1000	5	20	37	0	0	37	0.8631295655517108	5	0
S521	2000	5	20	29	0	0	29	0.8631295655517108	5	0
S522	0	5	20	100	0	0	100	0.8492887351018839	5	0
S522	1000	5	20	37	0	0	37	0.8492887351018839	5	0
S522	2000	5	20	27	0	0	27	0.8492887351018839	5	0
S523	0	5	20	100	0	0	100	0.8685121107266436	5	0
S523	1000	5	20	43	0	0	43	0.8685121107266436	5	0
S523	2000	5	20	33	0	0	33	0.8685121107266436	5	0
S524	0	5	20	100	0	0	100	0.881199538638985	5	0
S524	1000	5	20	42	0	0	42	0.881199538638985	5	0
S524	2000	5	20	33	0	0	33	0.881199538638985	5	0
S525	0	5	20	100	0	0	100	0.863514033064206	5	0
S525	1000	5	20	45	0	0	45	0.863514033064206	5	0
S525	2000	5	20	33	0	0	33	0.863514033064206	5	0
S526	0	5	20	100	0	0	100	0.8754325259515571	5	0
S526	1000	5	20	42	0	0	42	0.8754325259515571	5	0
S526	2000	5	20	32	0	0	32	0.8754325259515571	5	0
S527	0	5	20	100	0	0	100	0.8608227604767397	5	0
S527	1000	5	20	41	0	0	41	0.8608227604767397	5	0
S527	2000	5	20	33	0	0	33	0.8608227604767397	5	0
S528	0	5	20	100	0	0	100	0.8585159554017685	5	0
S528	1000	5	20	32	0	0	32	0.8585159554017685	5	0
S528	2000	5	20	26	0	0	26	0.8585159554017685	5	0
S529	0	5	20	100	0	0	100	0.8808150711264898	5	0
S529	1000	5	20	38	0	0	38	0.8808150711264898	5	0
S529	2000	5	20	31	0	0	31	0.8808150711264898	5	0
S530	0	5	20	100	0	0	100	0.8565936178392926	5	0
S530	1000	5	20	44	0	0	44	0.8565936178392926	5	0
S530	2000	5	20	35	0	0	35	0.8565936178392926	5	0
S531	0	5	20	100	0	0	100	0.8450595924644367	5	0
S531	1000	5	20	34	0	0	34	0.8450595924644367	5	0
S531	2000	5	20	29	0	0	29	0.8450595924644367	5	0
S532	0	5	20	100	0	0	100	0.865436370626682	5	0
S532	1000	5	20	43	0	0	43	0.865436370626682	5	0
S532	2000	5	20	30	0	0	30	0.865436370626682	5	0
S533	0	5	20	100	0	0	100	0.8612072279892349	5	0
S533	1000	5	20	41	0	0	41	0.8612072279892349	5	0
S533	2000	5	20	36	0	0	36	0.8612072279892349	5	0
S534	0	5	20	100	0	0	100	0.8708189158016147	5	0
S534	1000	5	20	39	0	0	39	0.8708189158016147	5	0
S534	2000	5	20	32	0	0	32	0.8708189158016147	5	0
S535	0	5	20	100	0	0	100	0.8662053056516724	5	0
S535	1000	5	20	43	0	0	43	0.8662053056516724	5	0
S535	2000	5	20	36	0	0	36	0.8662053056516724	5	0
S536	0	5	20	100	0	0	100	0.8542868127643214	5	0
S536	1000	5	20	42	0	0	42	0.8542868127643214	5	0
S536	2000	5	20	30	0	0	30	0.8542868127643214	5	0
S537	0	5	20	100	0	0	100	0.877354863514033	5	0
S537	1000	5	20	42	0	0	42	0.877354863514033	5	0
S537	2000	5	20	30	0	0	30	0.877354863514033	5	0
S538	0	5	20	100	0	0	100	0.8765859284890427	5	0
S538	1000	5	20	45	0	0	45	0.8765859284890427	5	0
S538	2000	5	20	38	0	0	38	0.8765859284890427	5	0
S539	0	5	20	100	0	0	100	0.8746635909265668	5	0
S539	1000	5	20	41	0	0	41	0.8746635909265668	5	0
S539	2000	5	20	32	0	0	32	0.8746635909265668	5	0
S540	0	5	20	100	0	0	100	0.8742791234140715	5	0
S540	1000	5	20	41	0	0	41	0.8742791234140715	5	0
S540	2000	5	20	30	0	0	30	0.8742791234140715	5	0
S541	0	5	20	100	0	0	100	0.8658208381391772	5	0
S541	1000	5	20	44	0	0	44	0.8658208381391772	5	0
S541	2000	5	20	32	0	0	32	0.8658208381391772	5	0
S542	0	5	20	100	0	0	100	0.8685121107266436	5	0
S542	1000	5	20	40	0	0	40	0.8685121107266436	5	0
S542	2000	5	20	33	0	0	33	0.8685121107266436	5	0
S543	0	5	20	100	0	0	100	0.8777393310265282	5	0
S543	1000	5	20	44	0	0	44	0.8777393310265282	5	0
S543	2000	5	20	34	0	0	34	0.8777393310265282	5	0
S544	0	5	20	100	0	0	100	0.8881199538638985	5	0
S544	1000	5	20	42	0	0	42	0.8881199538638985	5	0
S544	2000	5	20	34	0	0	34	0.8881199538638985	5	0
S545	0	5	20	100	0	0	100	0.8658208381391772	5	0
S545	1000	5	20	47	0	0	47	0.8658208381391772	5	0
S545	2000	5	20	41	0	0	41	0.8658208381391772	5	0
S546	0	5	20	100	0	0	100	0.8685121107266436	5	0
S546	1000	5	20	44	0	0	44	0.8685121107266436	5	0
S546	2000	5	20	34	0	0	34	0.8685121107266436	5	0
S547	0	5	20	100	0	0	100	0.8492887351018839	5	0
S547	1000	5	20	41	0	0	41	0.8492887351018839	5	0
S547	2000	5	20	35	0	0	35	0.8492887351018839	5	0
S548	0	5	20	100	0	0	100	0.8550557477893118	5	0
S548	1000	5	20	37	0	0	37	0.8550557477893118	5	0
S548	2000	5	20	32	0	0	32	0.8550557477893118	5	0
S549	0	5	20	100	0	0	100	0.8592848904267589	5	0
S549	1000	5	20	38	0	0	38	0.8592848904267589	5	0
S549	2000	5	20	32	0	0	32	0.8592848904267589	5	0
S550	0	5	20	100	0	0	100	0.8527489427143407	5	0
S550	1000	5	20	34	0	0	34	0.8527489427143407	5	0
S550	2000	5	20	26	0	0	26	0.8527489427143407	5	0
S551	0	5	20	100	0	0	100	0.8735101883890811	5	0
S551	1000	5	20	45	0	0	45	0.8735101883890811	5	0
S551	2000	5	20	33	0	0	33	0.8735101883890811	5	0
S552	0	5	20	100	0	0	100	0.8781237985390234	5	0
S552	1000	5	20	50	0	0	50	0.8781237985390234	5	0
S552	2000	5	20	39	0	0	39	0.8781237985390234	5	0
S553	0	5	20	100	0	0	100	0.8781237985390234	5	0
S553	1000	5	20	43	0	0	43	0.8781237985390234	5	0
S553	2000	5	20	37	0	0	37	0.8781237985390234	5	0
S554	0	5	20	100	0	0	100	0.8754325259515571	5	0
S554	1000	5	20	38	0	0	38	0.8754325259515571	5	0
S554	2000	5	20	37	0	0	37	0.8754325259515571	5	0
S555	0	5	20	100	0	0	100	0.8592848904267589	5	0
S555	1000	5	20	42	0	0	42	0.8592848904267589	5	0
S555	2000	5	20	29	0	0	29	0.8592848904267589	5	0
S556	0	5	20	100	0	0	100	0.8577470203767782	5	0
S556	1000	5	20	42	0	0	42	0.8577470203767782	5	0
S556	2000	5	20	33	0	0	33	0.8577470203767782	5	0
S557	0	5	20	100	0	0	100	0.8708189158016147	5	0
S557	1000	5	20	36	0	0	36	0.8708189158016147	5	0
S557	2000	5	20	27	0	0	27	0.8708189158016147	5	0
S558	0	5	20	100	0	0	100	0.8662053056516724	5	0
S558	1000	5	20	47	0	0	47	0.8662053056516724	5	0
S558	2000	5	20	34	0	0	34	0.8662053056516724	5	0
S559	0	5	20	100	0	0	100	0.8731257208765859	5	0
S559	1000	5	20	43	0	0	43	0.8731257208765859	5	0
S559	2000	5	20	33	0	0	33	0.8731257208765859	5	0
S560	0	5	20	100	0	0	100	0.8619761630142253	5	0
S560	1000	5	20	48	0	0	48	0.8619761630142253	5	0
S560	2000	5	20	36	0	0	36	0.8619761630142253	5	0
S561	0	5	20	100	0	0	100	0.8723567858515956	5	0
S561	1000	5	20	42	0	0	42	0.8723567858515956	5	0
S561	2000	5	20	30	0	0	30	0.8723567858515956	5	0
S562	0	5	20	100	0	0	100	0.8662053056516724	5	0
S562	1000	5	20	40	0	0	40	0.8662053056516724	5	0
S562	2000	5	20	33	0	0	33	0.8662053056516724	5	0
S563	0	5	20	100	0	0	100	0.8715878508266052	5	0
S563	1000	5	20	39	0	0	39	0.8715878508266052	5	0
S563	2000	5	20	34	0	0	34	0.8715878508266052	5	0
S564	0	5	20	100	0	0	100	0.8612072279892349	5	0
S564	1000	5	20	41	0	0	41	0.8612072279892349	5	0
S564	2000	5	20	26	0	0	26	0.8612072279892349	5	0
S565	0	5	20	100	0	0	100	0.8650519031141869	5	0
S565	1000	5	20	40	0	0	40	0.8650519031141869	5	0
S565	2000	5	20	30	0	0	30	0.8650519031141869	5	0
S566	0	5	20	100	0	0	100	0.8681276432141484	5	0
S566	1000	5	20	37	0	0	37	0.8681276432141484	5	0
S566	2000	5	20	31	0	0	31	0.8681276432141484	5	0
S567	0	5	20	100	0	0	100	0.8769703960015379	5	0
S567	1000	5	20	42	0	0	42	0.8769703960015379	5	0
S567	2000	5	20	33	0	0	33	0.8769703960015379	5	0
S568	0	5	20	100	0	0	100	0.8700499807766243	5	0
S568	1000	5	20	45	0	0	45	0.8700499807766243	5	0
S568	2000	5	20	35	0	0	35	0.8700499807766243	5	0
S569	0	5	20	100	0	0	100	0.8754325259515571	5	0
S569	1000	5	20	43	0	0	43	0.8754325259515571	5	0
S569	2000	5	20	36	0	0	36	0.8754325259515571	5	0
S570	0	5	20	100	0	0	100	0.8646674356016917	5	0
S570	1000	5	20	43	0	0	43	0.8646674356016917	5	0
S570	2000	5	20	32	0	0	32	0.8646674356016917	5	0
S571	0	5	20	100	0	0	100	0.8877354863514033	5	0
S571	1000	5	20	37	0	0	37	0.8877354863514033	5	0
S571	2000	5	20	31	0	0	31	0.8877354863514033	5	0
S572	0	5	20	100	0	0	100	0.8715878508266052	5	0
S572	1000	5	20	46	0	0	46	0.8715878508266052	5	0
S572	2000	5	20	39	0	0	39	0.8715878508266052	5	0
S573	0	5	20	100	0	0	100	0.8535178777393311	5	0
S573	1000	5	20	42	0	0	42	0.8535178777393311	5	0
S573	2000	5	20	31	0	0	31	0.8535178777393311	5	0
S574	0	5	20	100	0	0	100	0.8558246828143022	5	0
S574	1000	5	20	43	0	0	43	0.8558246828143022	5	0
S574	2000	5	20	35	0	0	35	0.8558246828143022	5	0
S575	0	5	20	100	0	0	100	0.8696655132641292	5	0
S575	1000	5	20	45	0	0	45	0.8696655132641292	5	0
S575	2000	5	20	38	0	0	38	0.8696655132641292	5	0
S576	0	5	20	100	0	0	100	0.8754325259515571	5	0
S576	1000	5	20	42	0	0	42	0.8754325259515571	5	0
S576	2000	5	20	26	0	0	26	0.8754325259515571	5	0
S577	0	5	20	100	0	0	100	0.8704344482891195	5	0
S577	1000	5	20	42	0	0	42	0.8704344482891195	5	0
S577	2000	5	20	32	0	0	32	0.8704344482891195	5	0
S578	0	5	20	100	0	0	100	0.8681276432141484	5	0
S578	1000	5	20	39	0	0	39	0.8681276432141484	5	0
S578	2000	5	20	30	0	0	30	0.8681276432141484	5	0
S579	0	5	20	100	0	0	100	0.8577470203767782	5	0
S579	1000	5	20	41	0	0	41	0.8577470203767782	5	0
S579	2000	5	20	33	0	0	33	0.8577470203767782	5	0
S580	0	5	20	100	0	0	100	0.8685121107266436	5	0
S580	1000	5	20	38	0	0	38	0.8685121107266436	5	0
S580	2000	5	20	31	0	0	31	0.8685121107266436	5	0
S581	0	5	20	100	0	0	100	0.855440215301807	5	0
S581	1000	5	20	36	0	0	36	0.855440215301807	5	0
S581	2000	5	20	29	0	0	29	0.855440215301807	5	0
S582	0	5	20	100	0	0	100	0.865436370626682	5	0
S582	1000	5	20	46	0	0	46	0.865436370626682	5	0
S582	2000	5	20	38	0	0	38	0.865436370626682	5	0
S583	0	5	20	100	0	0	100	0.8600538254517494	5	0
S583	1000	5	20	40	0	0	40	0.8600538254517494	5	0
S583	2000	5	20	36	0	0	36	0.8600538254517494	5	0
S584	0	5	20	100	0	0	100	0.8781237985390234	5	0
S584	1000	5	20	40	0	0	40	0.8781237985390234	5	0
S584	2000	5	20	36	0	0	36	0.8781237985390234	5	0
S585	0	5	20	100	0	0	100	0.8808150711264898	5	0
S585	1000	5	20	40	0	0	40	0.8808150711264898	5	0
S585	2000	5	20	35	0	0	35	0.8808150711264898	5	0
S586	0	5	20	100	0	0	100	0.8627450980392157	5	0
S586	1000	5	20	46	0	0	46	0.8627450980392157	5	0
S586	2000	5	20	30	0	0	30	0.8627450980392157	5	0
S587	0	5	20	100	0	0	100	0.8746635909265668	5	0
S587	1000	5	20	38	0	0	38	0.8746635909265668	5	0
S587	2000	5	20	29	0	0	29	0.8746635909265668	5	0
S588	0	5	20	100	0	0	100	0.8731257208765859	5	0
S588	1000	5	20	39	0	0	39	0.8731257208765859	5	0
S588	2000	5	20	35	0	0	35	0.8731257208765859	5	0
S589	0	5	20	100	0	0	100	0.8608227604767397	5	0
S589	1000	5	20	38	0	0	38	0.8608227604767397	5	0
S589	2000	5	20	29	0	0	29	0.8608227604767397	5	0
S590	0	5	20	100	0	0	100	0.8765859284890427	5	0
S590	1000	5	20	44	0	0	44	0.8765859284890427	5	0
S590	2000	5	20	35	0	0	35	0.8765859284890427	5	0
S591	0	5	20	100	0	0	100	0.8681276432141484	5	0
S591	1000	5	20	47	0	0	47	0.8681276432141484	5	0
S591	2000	5	20	35	0	0	35	0.8681276432141484	5	0
S592	0	5	20	100	0	0	100	0.8765859284890427	5	0
S592	1000	5	20	43	0	0	43	0.8765859284890427	5	0
S592	2000	5	20	34	0	0	34	0.8765859284890427	5	0
S593	0	5	20	100	0	0	100	0.8815840061514802	5	0
S593	1000	5	20	35	0	0	35	0.8815840061514802	5	0
S593	2000	5	20	26	0	0	26	0.8815840061514802	5	0
S594	0	5	20	100	0	0	100	0.8623606305267205	5	0
S594	1000	5	20	43	0	0	43	0.8623606305267205	5	0
S594	2000	5	20	36	0	0	36	0.8623606305267205	5	0
S595	0	5	20	100	0	0	100	0.8765859284890427	5	0
S595	1000	5	20	43	0	0	43	0.8765859284890427	5	0
